fuel,price,year,subcategory,transmission
Gasolina,49500.0,2018,sedan,automatica
Gasolina,41000.0,2018,camioneta,automatica
Gasolina,14950.0,2015,camioneta,mecanica
Gasolina,10800.0,2016,sedan,mecanica
Gasolina,12000.0,2018,camioneta,automatica
Gasolina,13500.0,2019,camioneta,mecanica
Gasolina,25000.0,2020,camioneta,automatica
Gasolina,13000.0,2014,camioneta,mecanica
Gasolina,7400.0,2010,camioneta,automatica
Gasolina,21000.0,2020,sedan,automatica
Dual,9700.0,2015,sedan,automatica
Dual,13500.0,2026,camioneta,mecanica
Gasolina,16900.0,2017,camioneta,automatica
Gasolina,12000.0,2010,camioneta,automatica
Gasolina,15200.0,2017,camioneta,automatica
Gasolina,16500.0,2026,camioneta,mecanica
Gasolina,21500.0,2022,camioneta,mecanica
Gasolina,4000.0,1997,sedan,mecanica
Gasolina,13000.0,2021,camioneta,automatica
Gasolina,30500.0,2021,camioneta,automatica
Gasolina,19890.0,2025,camioneta,automatica
Gasolina,15800.0,2024,camioneta,mecanica
Gasolina,29900.0,2018,camioneta,automatica
Gasolina,8900.0,2009,camioneta,automatica
Gasolina,21500.0,2018,camioneta,automatica
Dual,16000.0,2023,camioneta,mecanica
Gasolina,18900.0,2022,sedan,automatica
Gasolina,8500.0,2015,camioneta,mecanica
Gasolina,18000.0,2013,camioneta,mecanica
Gasolina,39900.0,2022,camioneta,automatica
Gasolina,13400.0,2018,camioneta,automatica
Gasolina,13200.0,2021,sedan,automatica
Gasolina,18900.0,2022,camioneta,automatica
Gasolina,19900.0,2019,camioneta,automatica
Gasolina,11900.0,2017,camioneta,mecanica
Gasolina,20500.0,2018,sedan,automatica
Gasolina,15900.0,2017,sedan,automatica
Gasolina,32900.0,2022,camioneta,automatica
Gasolina,49500.0,2022,sedan,automatica
Gasolina,92990.0,2019,sedan,automatica
Gasolina,22900.0,2017,camioneta,automatica
Gasolina,42000.0,2021,camioneta,automatica
Gasolina,30900.0,2021,camioneta,automatica
Gasolina,31200.0,2024,camioneta,automatica
Gasolina,11900.0,2012,camioneta,automatica
Gasolina,18900.0,2018,camioneta,automatica
Gasolina,7000.0,1981,sedan,automatica
Gasolina,17000.0,2020,camioneta,automatica
Gasolina,14000.0,2022,camioneta,automatica
Gasolina,38900.0,2020,camioneta,automatica
Gasolina,29900.0,2023,camioneta,automatica
Gasolina,11900.0,2014,sedan,automatica
Gasolina,20900.0,2018,sedan,automatica
Gasolina,32900.0,2020,camioneta,automatica
Gasolina,21500.0,2018,sedan,automatica
Gasolina,30900.0,2019,camioneta,automatica
Gasolina,24900.0,2017,camioneta,automatica
Gasolina,35900.0,2022,camioneta,automatica
Gasolina,15500.0,2016,camioneta,automatica
Gasolina,27900.0,2015,sedan,automatica
Gasolina,32900.0,2022,camioneta,automatica
Gasolina,18990.0,2013,camioneta,automatica
Gasolina,14300.0,2015,sedan,automatica
Gasolina,23900.0,2015,camioneta,automatica
Gasolina,17000.0,2013,sedan,automatica
Gasolina,12990.0,2013,sedan,automatica
Gasolina,61900.0,2023,camioneta,automatica
Gasolina,22500.0,2019,camioneta,automatica
Gasolina,28900.0,2024,camioneta,automatica
Gasolina,19890.0,2018,camioneta,automatica
Gasolina,70990.0,2023,camioneta,automatica
Gasolina,14900.0,2016,camioneta,automatica
Gasolina,22900.0,2018,camioneta,automatica
Gasolina,22900.0,2016,sedan,automatica
Gasolina,22000.0,2019,camioneta,automatica
Gasolina,30500.0,2016,camioneta,automatica
Gasolina,23900.0,2016,camioneta,automatica
Gasolina,34990.0,2016,camioneta,automatica
Gasolina,25900.0,2021,camioneta,automatica
Gasolina,25900.0,2021,camioneta,automatica
Gasolina,32900.0,2023,camioneta,automatica
Gasolina,33200.0,2020,camioneta,automatica
Gasolina,14900.0,2013,sedan,automatica
Gasolina,30500.0,2022,camioneta,automatica
Gasolina,25990.0,1958,sedan,automatica
Gasolina,18990.0,2017,camioneta,automatica
Gasolina,23990.0,2018,sedan,automatica
Gasolina,42900.0,2020,camioneta,automatica
Gasolina,18900.0,2019,camioneta,automatica
Gasolina,23900.0,2013,camioneta,automatica
Gasolina,22900.0,2019,sedan,automatica
Gasolina,32990.0,2017,camioneta,automatica
Gasolina,22900.0,2023,sedan,automatica
Gasolina,16900.0,2019,camioneta,mecanica
Gasolina,11000.0,2011,camioneta,automatica
Gasolina,11900.0,2015,camioneta,mecanica
Gasolina,21500.0,2023,camioneta,mecanica
Gasolina,10900.0,2018,camioneta,mecanica
Dual,13200.0,2019,camioneta,mecanica
Dual,10990.0,2014,camioneta,mecanica
Gasolina,12900.0,2017,camioneta,mecanica
Gasolina,12800.0,2015,sedan,automatica
Gasolina,13800.0,2014,camioneta,automatica
Gasolina,16990.0,2022,camioneta,automatica
Gasolina,16500.0,2024,sedan,mecanica
Gasolina,4600.0,2002,sedan,automatica
Gasolina,4900.0,2000,sedan,automatica
Gasolina,6500.0,2014,sedan,mecanica
Gasolina,15700.0,2015,camioneta,automatica
Dual,17000.0,2023,sedan,mecanica
Dual,9000.0,2017,sedan,mecanica
Gasolina,13000.0,2013,camioneta,automatica
Gasolina,4200.0,2004,sedan,automatica
Gasolina,9600.0,2014,camioneta,mecanica
Gasolina,14300.0,2023,camioneta,automatica
Gasolina,9300.0,1982,sedan,automatica
Gasolina,12800.0,2026,sedan,mecanica
Gasolina,6300.0,2004,camioneta,mecanica
Gasolina,16700.0,2019,camioneta,automatica
Gasolina,18500.0,2017,sedan,automatica
Gasolina,22900.0,2024,camioneta,automatica
Gasolina,14000.0,2021,sedan,automatica
Gasolina,9000.0,2018,camioneta,mecanica
Dual,7900.0,2013,camioneta,mecanica
Gasolina,12900.0,2019,camioneta,automatica
Dual,10950.0,2022,sedan,mecanica
Gasolina,48900.0,2021,camioneta,automatica
Gasolina,14200.0,2020,camioneta,automatica
Gasolina,11990.0,2021,sedan,mecanica
Gasolina,13000.0,2012,camioneta,automatica
Gasolina,16900.0,2024,camioneta,mecanica
Gasolina,9500.0,2018,sedan,mecanica
Gasolina,7000.0,2013,sedan,mecanica
Gasolina,6800.0,2013,camioneta,mecanica
Gasolina,9200.0,2012,camioneta,automatica
Gasolina,9900.0,2014,sedan,automatica
Gasolina,20000.0,2024,camioneta,automatica
Gasolina,13900.0,2015,camioneta,automatica
Gasolina,8000.0,2010,camioneta,mecanica
Gasolina,8500.0,2009,sedan,automatica
Gasolina,18900.0,2018,camioneta,automatica
Gasolina,9800.0,2020,sedan,mecanica
Dual,12900.0,2025,sedan,mecanica
Gasolina,29000.0,2019,camioneta,automatica
Gasolina,12200.0,2014,camioneta,automatica
Dual,16760.0,2024,sedan,automatica
Dual,12800.0,2018,sedan,automatica
Gasolina,16000.0,2020,camioneta,mecanica
Gasolina,18800.0,2025,camioneta,mecanica
Gasolina,9500.0,2013,camioneta,mecanica
Gasolina,10000.0,2012,sedan,automatica
Gasolina,17400.0,2018,camioneta,mecanica
Gasolina,19500.0,2023,camioneta,automatica
Gasolina,18950.0,2023,camioneta,automatica
Dual,7000.0,2009,sedan,mecanica
Gasolina,15500.0,2017,camioneta,automatica
Dual,23500.0,2022,camioneta,automatica
Gasolina,21000.0,2020,camioneta,automatica
Gasolina,12500.0,2017,sedan,automatica
Gasolina,7900.0,2004,camioneta,automatica
Gasolina,38000.0,2018,camioneta,automatica
Gasolina,6100.0,2000,camioneta,automatica
Gasolina,20000.0,2024,camioneta,automatica
Gasolina,15800.0,2023,sedan,automatica
Gasolina,19000.0,2019,camioneta,automatica
Gasolina,8900.0,1995,sedan,automatica
Gasolina,14000.0,2020,camioneta,mecanica
Gasolina,13000.0,2014,camioneta,automatica
Gasolina,12400.0,2022,camioneta,mecanica
Gasolina,7800.0,2010,sedan,automatica
Gasolina,10990.0,2020,camioneta,mecanica
Gasolina,8500.0,2006,camioneta,mecanica
Dual,12750.0,2025,camioneta,mecanica
Gasolina,12800.0,2012,camioneta,automatica
Gasolina,2999.0,1978,sedan,mecanica
Gasolina,13100.0,2012,camioneta,automatica
Dual,8000.0,2004,camioneta,automatica
Dual,8500.0,2014,sedan,mecanica
Gasolina,7500.0,2012,sedan,mecanica
Gasolina,18800.0,2012,camioneta,automatica
Gasolina,31000.0,2023,camioneta,automatica
Gasolina,8800.0,2010,camioneta,automatica
Gasolina,8900.0,2021,sedan,mecanica
Gasolina,12000.0,2015,camioneta,mecanica
Gasolina,55000.0,2020,camioneta,automatica
Gasolina,18500.0,2018,camioneta,automatica
Gasolina,36000.0,2016,camioneta,mecanica
Gasolina,15800.0,2022,camioneta,mecanica
Gasolina,18000.0,2017,camioneta,automatica
Gasolina,24800.0,2020,camioneta,automatica
Gasolina,17800.0,2018,camioneta,automatica
Gasolina,54000.0,2023,camioneta,automatica
Gasolina,20000.0,2023,camioneta,mecanica
Gasolina,17000.0,2021,camioneta,automatica
Gasolina,13500.0,2014,camioneta,automatica
Gasolina,17900.0,2020,camioneta,mecanica
Gasolina,13700.0,2018,camioneta,automatica
Gasolina,18800.0,2018,sedan,automatica
Dual,13700.0,2022,sedan,mecanica
Gasolina,3400.0,1991,sedan,automatica
Gasolina,28000.0,2018,camioneta,automatica
Gasolina,5000.0,2004,camioneta,automatica
Gasolina,7200.0,2010,camioneta,automatica
Dual,8900.0,2013,sedan,automatica
Dual,18200.0,2019,camioneta,automatica
Gasolina,13000.0,2014,camioneta,mecanica
Gasolina,9000.0,2018,sedan,mecanica
Gasolina,8500.0,2012,camioneta,mecanica
Gasolina,20000.0,2025,camioneta,mecanica
Gasolina,26900.0,2014,camioneta,automatica
Dual,15200.0,2016,camioneta,automatica
Gasolina,3800.0,1973,sedan,mecanica
Gasolina,27500.0,2016,camioneta,automatica
Dual,21500.0,2024,camioneta,automatica
Gasolina,11000.0,2014,camioneta,automatica
Dual,21000.0,2021,camioneta,mecanica
Dual,13500.0,2024,sedan,mecanica
Dual,7750.0,2014,sedan,mecanica
Dual,2700.0,1998,sedan,mecanica
Gasolina,20500.0,2018,camioneta,automatica
Gasolina,12000.0,2017,sedan,automatica
Dual,13200.0,2021,sedan,mecanica
Gasolina,24900.0,2018,camioneta,automatica
Dual,9400.0,2021,sedan,mecanica
Dual,10200.0,2015,camioneta,mecanica
Gasolina,3700.0,1992,sedan,mecanica
Gasolina,9000.0,2020,sedan,automatica
Gasolina,13500.0,2018,sedan,mecanica
Gasolina,19500.0,2016,camioneta,automatica
Dual,11500.0,2024,camioneta,mecanica
Dual,5600.0,2003,sedan,automatica
Gasolina,13500.0,2021,sedan,mecanica
Gasolina,13400.0,2017,camioneta,automatica
Gasolina,6500.0,2012,camioneta,mecanica
Gasolina,12800.0,2017,sedan,mecanica
Gasolina,13990.0,2018,sedan,mecanica
Gasolina,13600.0,2012,camioneta,automatica
Gasolina,22000.0,2017,sedan,automatica
Dual,6000.0,1998,camioneta,automatica
Gasolina,13500.0,2013,sedan,automatica
Dual,26500.0,2023,camioneta,automatica
Dual,9000.0,2006,camioneta,automatica
Dual,15000.0,2024,camioneta,mecanica
Dual,4100.0,2000,sedan,mecanica
Gasolina,30000.0,2024,camioneta,mecanica
Gasolina,18900.0,2016,sedan,automatica
Gasolina,8900.0,2002,camioneta,automatica
Dual,4500.0,2005,sedan,automatica
Gasolina,16000.0,2022,camioneta,mecanica
Gasolina,8500.0,2010,camioneta,automatica
Gasolina,11800.0,2009,camioneta,automatica
Dual,12900.0,2023,camioneta,mecanica
Gasolina,19950.0,2024,camioneta,automatica
Dual,8000.0,2011,sedan,automatica
Dual,27000.0,2025,camioneta,automatica
Gasolina,16400.0,2018,camioneta,automatica
Dual,7300.0,1990,camioneta,mecanica
Dual,15500.0,2021,camioneta,mecanica
Dual,7500.0,2011,sedan,automatica
Gasolina,16000.0,2013,camioneta,automatica
Gasolina,12000.0,2017,sedan,mecanica
Gasolina,19890.0,2023,camioneta,automatica
Dual,9000.0,2022,sedan,mecanica
Dual,12000.0,2022,sedan,mecanica
Gasolina,21500.0,2024,camioneta,automatica
Gasolina,16500.0,2016,sedan,automatica
Dual,16000.0,2015,camioneta,automatica
Dual,23499.0,2011,camioneta,mecanica
Dual,4200.0,1992,sedan,automatica
Gasolina,13900.0,2014,camioneta,automatica
Gasolina,10500.0,2016,sedan,mecanica
Gasolina,21300.0,2020,camioneta,automatica
Gasolina,7700.0,2008,sedan,mecanica
Gasolina,4350.0,1993,sedan,automatica
Gasolina,15500.0,2017,camioneta,automatica
Gasolina,34000.0,2021,camioneta,automatica
Dual,14000.0,2022,camioneta,mecanica
Dual,8600.0,2009,sedan,mecanica
Gasolina,15800.0,2015,camioneta,automatica
Dual,1500.0,2012,sedan,mecanica
Gasolina,13500.0,2012,camioneta,mecanica
Gasolina,23500.0,2025,camioneta,automatica
Gasolina,15500.0,2020,camioneta,automatica
Gasolina,5800.0,2005,sedan,automatica
Gasolina,16000.0,2021,camioneta,automatica
Gasolina,10500.0,2017,camioneta,automatica
Dual,15900.0,2020,camioneta,mecanica
Gasolina,21500.0,2021,camioneta,automatica
Dual,12000.0,2021,sedan,automatica
Dual,7300.0,2014,sedan,mecanica
Gasolina,11000.0,2021,camioneta,automatica
Gasolina,15500.0,2013,camioneta,automatica
Gasolina,14000.0,2015,camioneta,mecanica
Gasolina,22990.0,2025,camioneta,automatica
Gasolina,4850.0,1996,sedan,automatica
Gasolina,20000.0,2023,camioneta,automatica
Dual,28000.0,2017,sedan,mecanica
Gasolina,12100.0,2020,camioneta,automatica
Gasolina,21900.0,2024,camioneta,automatica
Gasolina,15200.0,2016,sedan,automatica
Gasolina,27000.0,2012,sedan,automatica
Gasolina,11000.0,2011,camioneta,mecanica
Dual,21900.0,2026,camioneta,mecanica
Gasolina,15500.0,2016,sedan,automatica
Dual,11200.0,2017,camioneta,mecanica
Gasolina,23000.0,2020,camioneta,automatica
Gasolina,10000.0,2017,sedan,mecanica
Gasolina,17350.0,2020,camioneta,automatica
Gasolina,13800.0,2023,camioneta,mecanica
Gasolina,11800.0,2023,sedan,mecanica
Dual,10200.0,2019,camioneta,mecanica
Gasolina,4800.0,2003,sedan,automatica
Gasolina,13000.0,2010,camioneta,automatica
Gasolina,15000.0,2016,camioneta,automatica
Gasolina,21575.0,2021,camioneta,automatica
Gasolina,15400.0,2017,camioneta,automatica
Gasolina,10500.0,2012,camioneta,automatica
Gasolina,16000.0,2024,sedan,mecanica
Dual,9600.0,2021,sedan,mecanica
Gasolina,11000.0,2009,camioneta,automatica
Gasolina,8800.0,2012,camioneta,mecanica
Gasolina,12400.0,2018,sedan,automatica
Gasolina,14900.0,2019,camioneta,automatica
Gasolina,19500.0,2020,camioneta,mecanica
Gasolina,13000.0,2017,sedan,automatica
Gasolina,12999.0,2020,sedan,mecanica
Dual,8000.0,2010,sedan,mecanica
Gasolina,50000.0,2023,camioneta,automatica
Dual,12000.0,2021,sedan,mecanica
Gasolina,9000.0,2007,camioneta,automatica
Dual,10000.0,2021,camioneta,mecanica
Gasolina,14950.0,2014,camioneta,automatica
Gasolina,42000.0,2024,camioneta,automatica
Gasolina,12000.0,2021,camioneta,automatica
Gasolina,9600.0,2010,camioneta,automatica
Gasolina,15500.0,2015,camioneta,automatica
Dual,7700.0,2020,sedan,mecanica
Gasolina,35000.0,2024,camioneta,automatica
Gasolina,7900.0,2010,sedan,mecanica
Gasolina,14500.0,2016,camioneta,automatica
Gasolina,9700.0,2016,sedan,mecanica
Gasolina,21000.0,2024,camioneta,mecanica
Dual,12000.0,2024,sedan,mecanica
Gasolina,15800.0,2023,camioneta,mecanica
Gasolina,13500.0,2016,camioneta,automatica
Gasolina,14700.0,2019,camioneta,automatica
Gasolina,18990.0,2019,camioneta,automatica
Dual,7200.0,2011,sedan,mecanica
Gasolina,18000.0,2023,camioneta,automatica
Gasolina,6500.0,1998,camioneta,automatica
Gasolina,9650.0,2020,sedan,mecanica
Dual,14500.0,2024,sedan,mecanica
Dual,6500.0,2004,camioneta,automatica
Gasolina,30000.0,2024,camioneta,automatica
Dual,18500.0,2018,camioneta,automatica
Gasolina,16300.0,2019,camioneta,mecanica
Gasolina,15500.0,2017,camioneta,mecanica
Dual,8000.0,2018,camioneta,mecanica
Gasolina,5500.0,1996,camioneta,mecanica
Gasolina,17000.0,2017,camioneta,automatica
Dual,11500.0,2022,sedan,mecanica
Gasolina,14000.0,2022,sedan,automatica
Gasolina,20000.0,2020,sedan,mecanica
Gasolina,22200.0,2018,camioneta,mecanica
Gasolina,6300.0,2014,sedan,mecanica
Gasolina,6500.0,2005,sedan,automatica
Gasolina,32000.0,2024,sedan,automatica
Gasolina,15500.0,2017,camioneta,automatica
Dual,23900.0,2011,camioneta,mecanica
Dual,10500.0,2023,camioneta,mecanica
Gasolina,11500.0,2024,sedan,mecanica
Gasolina,14000.0,2020,camioneta,mecanica
Gasolina,11200.0,2008,camioneta,automatica
Gasolina,18950.0,2021,camioneta,automatica
Gasolina,14000.0,2013,camioneta,automatica
Dual,16400.0,2015,camioneta,automatica
Gasolina,20500.0,2023,camioneta,automatica
Gasolina,8199.0,2022,camioneta,mecanica
Gasolina,15900.0,2014,camioneta,automatica
Gasolina,11400.0,2011,camioneta,automatica
Gasolina,7000.0,2004,camioneta,automatica
Gasolina,24500.0,2022,camioneta,automatica
Gasolina,23700.0,2017,camioneta,automatica
Gasolina,7800.0,2007,camioneta,automatica
Gasolina,11111.0,2013,camioneta,automatica
Gasolina,9800.0,2010,sedan,automatica
Gasolina,15500.0,2023,camioneta,mecanica
Gasolina,8700.0,2025,camioneta,mecanica
Gasolina,12000.0,2018,sedan,automatica
Gasolina,10900.0,2016,sedan,mecanica
Gasolina,20999.0,2024,camioneta,automatica
Gasolina,6000.0,2001,sedan,mecanica
Gasolina,8000.0,2013,camioneta,automatica
Gasolina,11800.0,2008,camioneta,automatica
Gasolina,13900.0,2016,camioneta,mecanica
Dual,6500.0,2016,sedan,mecanica
Gasolina,10600.0,2013,camioneta,mecanica
Gasolina,22500.0,2019,camioneta,automatica
Gasolina,7600.0,2009,camioneta,mecanica
Dual,6900.0,2005,sedan,automatica
Gasolina,37000.0,2022,camioneta,automatica
Gasolina,9500.0,2010,camioneta,mecanica
Gasolina,6650.0,2015,sedan,mecanica
Gasolina,40000.0,2016,camioneta,automatica
Gasolina,21000.0,2024,camioneta,automatica
Gasolina,15000.0,2019,camioneta,mecanica
Dual,7680.0,2010,camioneta,automatica
Gasolina,3500.0,1982,sedan,mecanica
Gasolina,18000.0,2016,camioneta,automatica
Dual,12500.0,2024,sedan,mecanica
Gasolina,13500.0,2018,camioneta,mecanica
Dual,13500.0,2023,camioneta,mecanica
Gasolina,21500.0,2018,camioneta,mecanica
Gasolina,27000.0,2016,camioneta,automatica
Gasolina,12500.0,2012,camioneta,automatica
Dual,7650.0,2020,sedan,mecanica
Gasolina,12500.0,2012,camioneta,automatica
Dual,13000.0,2024,camioneta,automatica
Gasolina,19900.0,2011,camioneta,mecanica
Gasolina,7499.0,2012,sedan,mecanica
Dual,10400.0,2009,camioneta,automatica
Dual,9000.0,2010,sedan,automatica
Gasolina,23000.0,2021,camioneta,automatica
Gasolina,9300.0,2020,camioneta,automatica
Gasolina,38000.0,2011,camioneta,automatica
Gasolina,18750.0,2022,camioneta,automatica
Gasolina,16800.0,2023,camioneta,automatica
Gasolina,25000.0,2015,camioneta,automatica
Gasolina,6750.0,2006,camioneta,automatica
Gasolina,42000.0,2018,camioneta,automatica
Gasolina,11900.0,2018,camioneta,automatica
Gasolina,17000.0,2018,camioneta,automatica
Gasolina,34000.0,2024,camioneta,automatica
Gasolina,7800.0,2009,camioneta,mecanica
Dual,12500.0,2025,camioneta,mecanica
Gasolina,55000.0,2020,camioneta,mecanica
Gasolina,26000.0,2019,camioneta,automatica
Gasolina,9300.0,2022,sedan,mecanica
Gasolina,11400.0,2016,sedan,automatica
Gasolina,11300.0,2013,sedan,automatica
Gasolina,6900.0,2012,sedan,automatica
Gasolina,21500.0,2024,camioneta,automatica
Gasolina,21300.0,2025,camioneta,mecanica
Gasolina,10000.0,2011,sedan,automatica
Gasolina,9500.0,2020,camioneta,mecanica
Gasolina,13500.0,2018,sedan,automatica
Gasolina,7500.0,2016,sedan,automatica
Gasolina,17000.0,2020,camioneta,automatica
Dual,11000.0,2015,sedan,automatica
Gasolina,14500.0,2014,sedan,automatica
Dual,12600.0,2022,camioneta,mecanica
Gasolina,12900.0,2022,sedan,automatica
Dual,15600.0,2019,sedan,automatica
Gasolina,15000.0,2015,camioneta,mecanica
Dual,15500.0,2022,camioneta,automatica
Dual,8500.0,2004,camioneta,automatica
Gasolina,10500.0,2010,camioneta,automatica
Dual,5600.0,2006,sedan,automatica
Gasolina,16500.0,2016,camioneta,automatica
Gasolina,7500.0,2013,camioneta,mecanica
Dual,13000.0,2008,camioneta,automatica
Gasolina,5100.0,1994,sedan,mecanica
Gasolina,14800.0,2016,sedan,automatica
Gasolina,24449.0,2020,sedan,automatica
Gasolina,9980.0,2011,sedan,automatica
Dual,17000.0,2020,camioneta,mecanica
Gasolina,16000.0,2018,camioneta,automatica
Gasolina,7700.0,2013,sedan,automatica
Gasolina,11000.0,2015,sedan,mecanica
Gasolina,2500.0,1994,sedan,automatica
Gasolina,19900.0,2016,camioneta,automatica
Dual,13200.0,2011,camioneta,automatica
Gasolina,15600.0,2020,camioneta,mecanica
Gasolina,16500.0,2023,camioneta,mecanica
Gasolina,11800.0,2020,camioneta,automatica
Gasolina,14000.0,2018,camioneta,automatica
Dual,14000.0,2017,camioneta,automatica
Gasolina,9000.0,2010,camioneta,automatica
Gasolina,2500.0,1971,sedan,mecanica
Gasolina,14800.0,2023,camioneta,mecanica
Gasolina,18500.0,2020,camioneta,automatica
Gasolina,24500.0,2024,camioneta,mecanica
Gasolina,7000.0,2020,sedan,automatica
Gasolina,16000.0,2016,camioneta,automatica
Gasolina,25000.0,2024,camioneta,automatica
Gasolina,25500.0,2014,camioneta,automatica
Gasolina,14600.0,2017,camioneta,automatica
Gasolina,22500.0,2024,camioneta,automatica
Gasolina,8400.0,2006,camioneta,mecanica
Dual,18800.0,2019,camioneta,mecanica
Gasolina,9000.0,2020,camioneta,mecanica
Dual,12300.0,2024,sedan,mecanica
Gasolina,19500.0,2018,camioneta,automatica
Gasolina,15000.0,2022,camioneta,automatica
Gasolina,21900.0,2017,camioneta,automatica
Gasolina,23500.0,2023,camioneta,automatica
Gasolina,11000.0,2013,camioneta,automatica
Dual,15200.0,2019,camioneta,automatica
Gasolina,15900.0,2016,sedan,automatica
Gasolina,17000.0,2018,sedan,automatica
Dual,2400.0,1998,sedan,automatica
Gasolina,9200.0,2010,camioneta,automatica
Dual,7600.0,2022,camioneta,automatica
Gasolina,16000.0,2017,camioneta,automatica
Gasolina,18900.0,2015,camioneta,automatica
Gasolina,10200.0,2023,sedan,mecanica
Dual,8000.0,2020,camioneta,automatica
Dual,7500.0,2021,sedan,mecanica
Gasolina,25300.0,2021,camioneta,automatica
Gasolina,14000.0,2016,camioneta,mecanica
Gasolina,12200.0,2017,sedan,automatica
Gasolina,34500.0,2023,camioneta,automatica
Gasolina,13500.0,2023,camioneta,mecanica
Gasolina,11950.0,2018,sedan,automatica
Gasolina,8400.0,2014,camioneta,mecanica
Gasolina,7300.0,2013,sedan,mecanica
Gasolina,11000.0,2013,camioneta,mecanica
Gasolina,21000.0,2024,camioneta,automatica
Gasolina,19000.0,2016,camioneta,automatica
Gasolina,9850.0,2021,sedan,mecanica
Gasolina,15900.0,2015,camioneta,automatica
Dual,16000.0,2024,camioneta,automatica
Dual,12850.0,2016,camioneta,automatica
Gasolina,9000.0,2018,sedan,mecanica
Gasolina,10900.0,2010,camioneta,automatica
Gasolina,5300.0,2009,sedan,mecanica
Gasolina,16800.0,2022,sedan,mecanica
Dual,26500.0,2024,camioneta,automatica
Gasolina,19000.0,2022,camioneta,automatica
Gasolina,11500.0,2022,sedan,mecanica
Dual,9000.0,2017,sedan,mecanica
Dual,9000.0,2013,sedan,mecanica
Gasolina,11800.0,2024,sedan,mecanica
Gasolina,11300.0,2026,camioneta,automatica
Gasolina,15200.0,2014,camioneta,automatica
Gasolina,11500.0,2013,camioneta,mecanica
Gasolina,23500.0,2021,camioneta,automatica
Dual,10450.0,2020,camioneta,mecanica
Gasolina,12300.0,2013,camioneta,automatica
Dual,11450.0,2025,sedan,mecanica
Gasolina,13500.0,2014,camioneta,mecanica
Gasolina,16500.0,2020,camioneta,automatica
Dual,8900.0,2017,camioneta,mecanica
Gasolina,4500.0,2006,sedan,automatica
Gasolina,30000.0,2021,camioneta,mecanica
Dual,12000.0,2013,sedan,mecanica
Dual,8800.0,2016,sedan,mecanica
Dual,17000.0,2013,camioneta,automatica
Dual,12000.0,2019,sedan,mecanica
Gasolina,6200.0,2009,sedan,mecanica
Gasolina,12700.0,2021,camioneta,mecanica
Gasolina,16000.0,2018,camioneta,automatica
Dual,7150.0,2018,sedan,mecanica
Dual,14700.0,2022,camioneta,mecanica
Dual,25500.0,2022,camioneta,automatica
Gasolina,7900.0,2019,camioneta,mecanica
Gasolina,12800.0,2013,camioneta,automatica
Gasolina,25500.0,2025,camioneta,automatica
Gasolina,7200.0,2014,camioneta,mecanica
Gasolina,25000.0,2014,camioneta,mecanica
Dual,9000.0,2019,sedan,mecanica
Dual,8300.0,2015,sedan,mecanica
Gasolina,14500.0,2018,camioneta,mecanica
Gasolina,9000.0,2017,camioneta,mecanica
Gasolina,30000.0,2017,camioneta,automatica
Gasolina,17500.0,2022,camioneta,automatica
Gasolina,27990.0,2020,camioneta,automatica
Gasolina,4500.0,2011,sedan,mecanica
Dual,13000.0,2022,camioneta,mecanica
Gasolina,8500.0,2022,camioneta,mecanica
Gasolina,23500.0,2024,camioneta,automatica
Dual,6500.0,2013,sedan,mecanica
Gasolina,2000.0,1985,sedan,automatica
Gasolina,11500.0,2015,camioneta,automatica
Gasolina,5000.0,1965,sedan,mecanica
Gasolina,10299.0,2014,sedan,mecanica
Gasolina,14500.0,2015,camioneta,automatica
Dual,3800.0,2013,sedan,mecanica
Gasolina,19000.0,2020,camioneta,automatica
Gasolina,15000.0,2022,camioneta,automatica
Gasolina,18900.0,2021,sedan,mecanica
Gasolina,19500.0,2021,camioneta,automatica
Dual,11800.0,2016,camioneta,mecanica
Dual,10000.0,2013,camioneta,mecanica
Gasolina,12000.0,2021,sedan,mecanica
Gasolina,11500.0,2013,camioneta,mecanica
Gasolina,13500.0,2021,camioneta,mecanica
Gasolina,8000.0,2017,sedan,mecanica
Gasolina,17000.0,2021,camioneta,mecanica
Gasolina,4600.0,2002,sedan,automatica
Gasolina,12000.0,2021,camioneta,automatica
Gasolina,11800.0,2011,camioneta,automatica
Dual,8200.0,2022,camioneta,mecanica
Gasolina,10500.0,2016,sedan,mecanica
Dual,11000.0,2025,sedan,mecanica
Gasolina,6000.0,2012,sedan,mecanica
Dual,4500.0,1992,sedan,mecanica
Gasolina,42000.0,2023,camioneta,automatica
Gasolina,19500.0,2021,camioneta,automatica
Gasolina,13000.0,2018,camioneta,mecanica
Gasolina,16500.0,2017,camioneta,automatica
Gasolina,15200.0,2017,sedan,mecanica
Gasolina,9000.0,2009,camioneta,automatica
Gasolina,7800.0,2018,sedan,mecanica
Gasolina,17800.0,2017,sedan,automatica
Gasolina,36000.0,2018,camioneta,automatica
Gasolina,19800.0,2016,camioneta,automatica
Gasolina,2500.0,1992,sedan,mecanica
Dual,6600.0,2010,sedan,mecanica
Gasolina,18500.0,2022,camioneta,mecanica
Gasolina,7000.0,2008,sedan,mecanica
Gasolina,19000.0,2022,sedan,automatica
Gasolina,13000.0,2010,sedan,automatica
Gasolina,21000.0,2012,camioneta,automatica
Gasolina,13250.0,2015,camioneta,automatica
Gasolina,10350.0,2020,sedan,mecanica
Gasolina,20000.0,2023,camioneta,automatica
