fuel,subcategory,transmission,price,year
1.0,0.0,0.0,70991.0,2023.0
1.0,0.0,1.0,16990.0,2022.0
1.0,0.0,0.0,24000.0,2024.0
1.0,0.0,0.0,28490.0,2024.0
1.0,0.0,0.0,20990.0,2023.0
1.0,0.0,0.0,35000.0,2022.0
1.0,0.0,0.0,19000.0,2024.0
1.0,0.0,0.0,16990.0,2023.0
1.0,0.0,0.0,23290.0,2026.0
1.0,0.0,0.0,37900.0,2022.0
1.0,0.0,0.0,27900.0,2020.0
1.0,0.0,0.0,44900.0,2021.0
1.0,0.0,0.0,19900.0,2020.0
1.0,1.0,1.0,25590.0,2026.0
1.0,0.0,0.0,17900.0,2023.0
1.0,0.0,1.0,25990.0,2026.0
1.0,0.0,0.0,18900.0,2022.0
1.0,0.0,0.0,22500.0,2016.0
1.0,0.0,0.0,27900.0,2023.0
1.0,0.0,0.0,33900.0,2022.0
0.0,0.0,0.0,16900.0,2021.0
1.0,0.0,0.0,19900.0,2018.0
1.0,1.0,0.0,25900.0,2020.0
1.0,0.0,1.0,27990.0,2026.0
1.0,1.0,0.0,28990.0,2025.0
1.0,0.0,0.0,52990.0,2025.0
1.0,0.0,0.0,34860.0,2026.0
1.0,0.0,0.0,84990.0,2025.0
1.0,0.0,1.0,17990.0,2026.0
1.0,0.0,0.0,19990.0,2024.0
1.0,0.0,0.0,18990.0,2026.0
1.0,0.0,1.0,16990.0,2025.0
1.0,0.0,1.0,13490.0,2026.0
1.0,1.0,1.0,20790.0,2025.0
1.0,0.0,1.0,28090.0,2026.0
1.0,0.0,1.0,22190.0,2026.0
1.0,1.0,1.0,14590.0,2023.0
1.0,0.0,0.0,17590.0,2025.0
1.0,0.0,0.0,54490.0,2026.0
1.0,0.0,0.0,39990.0,2025.0
1.0,1.0,1.0,25990.0,2025.0
1.0,0.0,1.0,17890.0,2026.0
1.0,0.0,1.0,21590.0,2026.0
1.0,0.0,0.0,15790.0,2026.0
1.0,0.0,0.0,22490.0,2025.0
1.0,0.0,1.0,19690.0,2026.0
1.0,0.0,1.0,17990.0,2025.0
1.0,0.0,1.0,10990.0,2026.0
1.0,0.0,0.0,25990.0,2026.0
1.0,0.0,1.0,29490.0,2026.0
1.0,0.0,0.0,28490.0,2025.0
