fuel,location,price,year,subcategory,transmission
gasolina,lima,18990.0,2023,camioneta,mecanica
gasolina,lima,16000.0,2018,camioneta,automatica
gasolina,lima,24990.0,2024,camioneta,secuencial
otro,lima,52991.0,2024,otros,automatica
gasolina,lima,27000.0,2019,camioneta,automatica
gasolina,lima,21500.0,2018,camioneta,automatica
gasolina,lima,23000.0,2024,camioneta,automatica
gasolina,provincia,12900.0,2018,otros,mecanica
otro,lima,43991.0,2025,otros,automatica
gasolina,lima,20100.0,2020,camioneta,automatica
gasolina,lima,75991.0,2023,camioneta,automatica
gasolina,lima,31900.0,2024,camioneta,automatica
gasolina,lima,76991.0,2023,camioneta,automatica
gasolina,lima,17000.0,2022,camioneta,secuencial
gasolina,lima,52991.0,2025,camioneta,automatica
gasolina,lima,18990.0,2018,camioneta,automatica
otro,lima,17800.0,2020,otros,mecanica
otro,lima,15900.0,2024,otros,mecanica
gasolina,provincia,41900.0,2022,camioneta,secuencial
otro,lima,25000.0,2022,otros,automatica
gasolina,lima,30900.0,2018,camioneta,secuencial
otro,lima,15200.0,2024,otros,mecanica
otro,lima,28900.0,2025,otros,automatica
gasolina,lima,18000.0,2023,camioneta,automatica
gasolina,lima,14990.0,2023,camioneta,automatica
gasolina,lima,18500.0,2021,otros,mecanica
otro,lima,21900.0,2020,otros,mecanica
gasolina,lima,26700.0,2024,otros,automatica
otro,lima,15250.0,2024,otros,mecanica
gasolina,lima,27100.0,2018,camioneta,automatica
gasolina,lima,21500.0,2021,camioneta,secuencial
otro,lima,52991.0,2024,camioneta,automatica
otro,lima,32991.0,2024,otros,automatica
otro,lima,21500.0,2020,otros,mecanica
gasolina,lima,78991.0,2024,camioneta,automatica
gasolina,lima,45991.0,2023,otros,automatica
otro,lima,21500.0,2023,otros,mecanica
otro,lima,12990.0,2025,camioneta,mecanica
gasolina,lima,24000.0,2022,camioneta,secuencial
gasolina,lima,28900.0,2018,deportivo,secuencial
gasolina,lima,53900.0,2025,otros,automatica
gasolina,lima,14000.0,2020,camioneta,mecanica
gasolina,lima,37000.0,2023,camioneta,automatica
gasolina,lima,16000.0,2019,camioneta,automatica
otro,lima,26000.0,2021,otros,mecanica
gasolina,lima,43991.0,2023,otros,automatica
gasolina,lima,21990.0,2021,camioneta,automatica
otro,lima,29991.0,2023,otros,automatica
otro,lima,13000.0,2022,otros,mecanica
otro,lima,15500.0,2024,otros,mecanica
gasolina,lima,53991.0,2023,otros,automatica
otro,lima,26500.0,2022,otros,mecanica
otro,lima,73000.0,2021,camioneta,automatica
otro,lima,14250.0,2022,otros,mecanica
otro,lima,46991.0,2024,camioneta,automatica
gasolina,lima,35991.0,2022,camioneta,automatica
gasolina,lima,22300.0,2023,camioneta,automatica
gasolina,provincia,20900.0,2020,camioneta,secuencial
otro,lima,15300.0,2024,otros,mecanica
otro,lima,83991.0,2024,otros,automatica
gasolina,lima,120000.0,2015,deportivo,secuencial
gasolina,provincia,32900.0,2022,camioneta,secuencial
gasolina,lima,18991.0,2018,otros,mecanica
otro,lima,200000.0,2025,deportivo,secuencial
gasolina,lima,16490.0,2023,camioneta,automatica
otro,lima,15000.0,2023,otros,mecanica
gasolina,lima,19000.0,2022,camioneta,automatica
gasolina,lima,15490.0,2020,camioneta,mecanica
gasolina,lima,56991.0,2024,otros,automatica
gasolina,lima,15500.0,2018,camioneta,automatica
otro,lima,15100.0,2024,otros,mecanica
gasolina,lima,37900.0,2023,camioneta,secuencial
otro,lima,15500.0,2023,otros,mecanica
gasolina,lima,37990.0,2025,camioneta,secuencial
otro,lima,26990.0,2023,camioneta,automatica
otro,lima,55991.0,2023,otros,automatica
gasolina,lima,15000.0,2019,camioneta,mecanica
gasolina,lima,22990.0,2022,camioneta,mecanica
gasolina,lima,19990.0,2023,camioneta,automatica
otro,lima,59991.0,2024,camioneta,automatica
otro,lima,15350.0,2024,otros,mecanica
gasolina,lima,124991.0,2026,deportivo,automatica
gasolina,lima,69991.0,2022,camioneta,automatica
gasolina,lima,16000.0,2023,otros,automatica
gasolina,lima,16500.0,2018,camioneta,automatica
gasolina,lima,35991.0,2023,otros,automatica
gasolina,lima,29990.0,2024,camioneta,secuencial
gasolina,lima,21990.0,2025,camioneta,mecanica
gasolina,lima,27500.0,2024,camioneta,automatica
otro,lima,42991.0,2024,camioneta,automatica
gasolina,provincia,16900.0,2018,camioneta,mecanica
gasolina,lima,28500.0,2023,camioneta,secuencial
gasolina,lima,15500.0,2019,camioneta,mecanica
gasolina,lima,13200.0,2023,otros,mecanica
otro,provincia,23900.0,2024,camioneta,secuencial
gasolina,lima,20500.0,2019,camioneta,automatica
gasolina,lima,49991.0,2019,camioneta,automatica
otro,lima,15400.0,2024,otros,mecanica
gasolina,lima,26000.0,2025,otros,automatica
otro,lima,17990.0,2025,camioneta,secuencial
otro,lima,36000.0,2018,camioneta,automatica
otro,lima,15000.0,2024,otros,mecanica
gasolina,lima,75900.0,2024,camioneta,automatica
otro,lima,15900.0,2023,otros,mecanica
gasolina,lima,40000.0,2022,camioneta,automatica
gasolina,lima,26990.0,2024,camioneta,secuencial
gasolina,lima,15000.0,2021,camioneta,mecanica
gasolina,lima,190000.0,2024,otros,secuencial
gasolina,lima,155000.0,2022,camioneta,secuencial
gasolina,lima,12000.0,2018,otros,mecanica
gasolina,lima,40500.0,2022,camioneta,secuencial
gasolina,lima,20500.0,2023,camioneta,automatica
gasolina,lima,24990.0,2020,camioneta,secuencial
otro,lima,45991.0,2024,otros,automatica
gasolina,lima,14990.0,2023,camioneta,mecanica
gasolina,lima,21500.0,2022,camioneta,automatica
gasolina,lima,16200.0,2023,otros,automatica
gasolina,lima,11990.0,2022,otros,mecanica
gasolina,lima,50000.0,2019,camioneta,automatica
otro,lima,26990.0,2023,camioneta,secuencial
gasolina,lima,70991.0,2023,camioneta,automatica
gasolina,provincia,16900.0,2022,camioneta,automatica
gasolina,lima,16900.0,1973,otros,mecanica
gasolina,lima,16990.0,2022,camioneta,mecanica
gasolina,lima,24000.0,2024,camioneta,automatica
gasolina,lima,25990.0,2018,camioneta,secuencial
gasolina,lima,28490.0,2024,camioneta,automatica
gasolina,lima,20990.0,2023,camioneta,automatica
gasolina,lima,35000.0,2022,camioneta,automatica
gasolina,lima,18500.0,2024,otros,mecanica
gasolina,lima,19000.0,2024,camioneta,automatica
gasolina,lima,16990.0,2023,camioneta,automatica
gasolina,lima,20990.0,2025,otros,automatica
gasolina,lima,23990.0,2026,camioneta,secuencial
gasolina,lima,19900.0,2020,camioneta,secuencial
gasolina,lima,22900.0,2025,otros,secuencial
gasolina,lima,14900.0,2009,otros,secuencial
gasolina,lima,13900.0,2023,otros,mecanica
gasolina,lima,27900.0,2024,camioneta,secuencial
gasolina,lima,32990.0,2025,otros,automatica
gasolina,lima,23290.0,2026,camioneta,automatica
gasolina,lima,37900.0,2022,camioneta,automatica
gasolina,lima,27900.0,2020,camioneta,automatica
gasolina,lima,29900.0,2014,deportivo,secuencial
gasolina,lima,44900.0,2021,camioneta,automatica
gasolina,lima,51990.0,2025,otros,automatica
gasolina,lima,19900.0,2020,camioneta,automatica
gasolina,lima,25590.0,2026,otros,mecanica
gasolina,lima,17900.0,2023,camioneta,automatica
gasolina,lima,18900.0,2016,camioneta,secuencial
gasolina,lima,25990.0,2026,camioneta,mecanica
gasolina,lima,18900.0,2022,camioneta,automatica
gasolina,lima,22500.0,2016,camioneta,automatica
gasolina,lima,16900.0,2020,camioneta,secuencial
gasolina,lima,27900.0,2023,camioneta,automatica
otro,lima,43990.0,2026,camioneta,automatica
gasolina,lima,33900.0,2022,camioneta,automatica
gasolina,lima,39900.0,2015,deportivo,secuencial
gasolina,lima,22900.0,2024,otros,secuencial
otro,lima,16900.0,2021,camioneta,automatica
gasolina,lima,19900.0,2018,camioneta,automatica
gasolina,lima,23900.0,2024,camioneta,secuencial
gasolina,lima,25900.0,2020,otros,automatica
gasolina,lima,19900.0,2018,camioneta,secuencial
otro,lima,74900.0,2020,camioneta,secuencial
gasolina,lima,12790.0,2025,otros,mecanica
otro,lima,47810.0,2026,camioneta,automatica
gasolina,lima,27990.0,2026,camioneta,mecanica
gasolina,lima,28990.0,2025,otros,automatica
gasolina,lima,52990.0,2025,camioneta,automatica
gasolina,lima,34860.0,2026,camioneta,automatica
otro,lima,37090.0,2025,otros,mecanica
gasolina,lima,84990.0,2025,camioneta,automatica
gasolina,lima,17990.0,2026,camioneta,mecanica
gasolina,lima,19990.0,2024,camioneta,automatica
gasolina,lima,10490.0,2025,otros,mecanica
otro,lima,43590.0,2026,otros,mecanica
gasolina,lima,18990.0,2026,camioneta,automatica
gasolina,lima,16990.0,2025,camioneta,mecanica
otro,lima,30990.0,2026,otros,mecanica
gasolina,lima,13490.0,2026,camioneta,mecanica
gasolina,lima,20790.0,2025,otros,mecanica
otro,lima,32990.0,2025,otros,mecanica
gasolina,lima,28090.0,2026,camioneta,mecanica
otro,lima,48990.0,2025,camioneta,mecanica
otro,lima,48240.0,2026,camioneta,automatica
gasolina,lima,22190.0,2026,camioneta,mecanica
gasolina,lima,67990.0,2025,otros,secuencial
gasolina,lima,14590.0,2023,otros,mecanica
gasolina,lima,17590.0,2025,camioneta,automatica
gasolina,lima,54490.0,2026,camioneta,automatica
gasolina,lima,61990.0,2025,otros,automatica
gasolina,lima,39990.0,2025,camioneta,automatica
gasolina,lima,25990.0,2025,otros,mecanica
gasolina,lima,17890.0,2026,camioneta,mecanica
gasolina,lima,21590.0,2026,camioneta,mecanica
gasolina,lima,15790.0,2026,camioneta,automatica
gasolina,lima,32590.0,2026,otros,mecanica
gasolina,lima,22490.0,2025,camioneta,automatica
gasolina,lima,19690.0,2026,camioneta,mecanica
gasolina,lima,12990.0,2026,otros,mecanica
otro,lima,25990.0,2025,camioneta,automatica
gasolina,lima,17990.0,2025,camioneta,mecanica
gasolina,lima,10990.0,2026,camioneta,mecanica
gasolina,lima,25990.0,2026,camioneta,automatica
gasolina,lima,29490.0,2026,camioneta,mecanica
gasolina,lima,28490.0,2025,camioneta,automatica
gasolina,lima,18190.0,2024,otros,mecanica
gasolina,lima,25990.0,2025,camioneta,automatica
gasolina,lima,21490.0,2025,otros,automatica
gasolina,lima,17990.0,2026,otros,mecanica
gasolina,lima,26190.0,2026,otros,mecanica
gasolina,lima,17990.0,2026,camioneta,mecanica
gasolina,lima,34990.0,2024,otros,automatica
otro,lima,37990.0,2024,camioneta,automatica
gasolina,lima,24490.0,2026,camioneta,automatica
otro,lima,30890.0,2026,otros,mecanica
gasolina,lima,43990.0,2026,camioneta,automatica
gasolina,lima,54990.0,2025,camioneta,automatica
gasolina,lima,14990.0,2025,otros,automatica
gasolina,lima,58990.0,2024,deportivo,mecanica
gasolina,lima,21490.0,2026,otros,mecanica
gasolina,lima,43990.0,2025,otros,automatica
gasolina,lima,25990.0,2025,camioneta,automatica
gasolina,lima,34730.0,2026,camioneta,mecanica
gasolina,lima,36990.0,2026,camioneta,secuencial
gasolina,lima,37490.0,2026,camioneta,secuencial
gasolina,lima,39990.0,2025,camioneta,automatica
gasolina,lima,19990.0,2024,otros,automatica
gasolina,lima,20990.0,2025,otros,mecanica
gasolina,lima,51990.0,2025,otros,mecanica
gasolina,lima,25590.0,2026,camioneta,mecanica
gasolina,lima,23490.0,2025,camioneta,mecanica
gasolina,lima,17990.0,2026,otros,mecanica
gasolina,lima,27990.0,2026,otros,mecanica
gasolina,lima,48490.0,2026,camioneta,automatica
gasolina,lima,16950.0,2026,otros,mecanica
gasolina,lima,26990.0,2026,camioneta,secuencial
gasolina,lima,26990.0,2025,camioneta,mecanica
gasolina,lima,17290.0,2026,otros,mecanica
gasolina,lima,99990.0,2025,otros,secuencial
gasolina,lima,12390.0,2026,otros,mecanica
gasolina,lima,11190.0,2025,otros,mecanica
gasolina,lima,24490.0,2024,camioneta,automatica
gasolina,lima,84800.0,2024,camioneta,automatica
gasolina,lima,45490.0,2026,deportivo,automatica
otro,lima,38490.0,2026,otros,mecanica
gasolina,lima,30990.0,2026,camioneta,automatica
gasolina,lima,28990.0,2025,otros,automatica
otro,lima,25990.0,2026,camioneta,mecanica
gasolina,lima,7369.0,2009,otros,automatica
gasolina,lima,20900.0,2018,camioneta,automatica
gasolina,lima,11800.0,2009,otros,secuencial
gasolina,lima,26500.0,2019,camioneta,automatica
gasolina,lima,15500.0,2012,camioneta,secuencial
gasolina,provincia,11000.0,2019,otros,mecanica
gasolina,lima,50000.0,2024,camioneta,secuencial
gasolina,lima,18800.0,2024,camioneta,automatica
otro,lima,11500.0,2020,camioneta,secuencial
gasolina,lima,27500.0,2020,camioneta,secuencial
gasolina,lima,10500.0,2017,camioneta,secuencial
gasolina,lima,28500.0,2018,camioneta,secuencial
gasolina,lima,14800.0,2019,camioneta,mecanica
gasolina,lima,25500.0,2016,otros,secuencial
gasolina,lima,7399.0,2004,otros,automatica
gasolina,lima,33500.0,2019,camioneta,secuencial
otro,lima,11000.0,2016,otros,automatica
otro,lima,15500.0,2023,camioneta,automatica
gasolina,lima,16450.0,2010,camioneta,secuencial
gasolina,lima,13400.0,2020,otros,mecanica
gasolina,lima,26500.0,2021,camioneta,secuencial
otro,provincia,20500.0,2023,camioneta,secuencial
gasolina,lima,20000.0,2017,camioneta,secuencial
gasolina,lima,47500.0,2023,camioneta,secuencial
otro,lima,13500.0,2022,otros,automatica
gasolina,lima,53000.0,2019,camioneta,secuencial
gasolina,lima,20000.0,2016,camioneta,automatica
gasolina,provincia,26990.0,2023,camioneta,secuencial
gasolina,lima,18900.0,2023,camioneta,automatica
gasolina,lima,18500.0,2019,otros,secuencial
gasolina,lima,24900.0,2019,camioneta,secuencial
gasolina,lima,33500.0,2025,camioneta,automatica
otro,lima,12000.0,2019,otros,secuencial
gasolina,lima,13000.0,2025,camioneta,automatica
gasolina,lima,21500.0,2018,camioneta,secuencial
otro,lima,56000.0,2024,camioneta,secuencial
otro,lima,15900.0,2012,camioneta,secuencial
otro,lima,17000.0,2022,camioneta,automatica
gasolina,lima,17500.0,2020,otros,secuencial
gasolina,provincia,29300.0,2017,camioneta,secuencial
gasolina,lima,33000.0,2024,camioneta,secuencial
gasolina,lima,18500.0,2014,camioneta,secuencial
otro,lima,12200.0,2024,camioneta,automatica
gasolina,lima,14800.0,2013,otros,secuencial
otro,lima,13000.0,2016,camioneta,secuencial
gasolina,lima,17000.0,2023,otros,automatica
gasolina,lima,16000.0,2014,otros,secuencial
gasolina,lima,14200.0,2019,otros,automatica
gasolina,lima,63600.0,2023,camioneta,secuencial
otro,lima,20500.0,2024,otros,mecanica
gasolina,lima,14700.0,2011,camioneta,automatica
gasolina,lima,21900.0,2021,camioneta,secuencial
gasolina,lima,18700.0,2022,camioneta,secuencial
gasolina,lima,34500.0,2023,camioneta,secuencial
gasolina,lima,8500.0,2016,otros,mecanica
gasolina,lima,49990.0,2017,camioneta,secuencial
otro,lima,18750.0,2022,otros,secuencial
gasolina,lima,24000.0,2023,camioneta,automatica
otro,lima,16000.0,2024,otros,automatica
gasolina,lima,23500.0,2018,otros,secuencial
gasolina,lima,35000.0,2017,otros,automatica
gasolina,lima,33900.0,2022,camioneta,secuencial
gasolina,lima,24000.0,2024,camioneta,secuencial
gasolina,lima,17900.0,2025,camioneta,mecanica
gasolina,lima,23500.0,2018,camioneta,secuencial
gasolina,lima,30000.0,2022,camioneta,automatica
otro,lima,24900.0,2023,otros,mecanica
gasolina,lima,20000.0,2017,otros,secuencial
gasolina,lima,39000.0,2015,deportivo,secuencial
gasolina,lima,40000.0,2017,camioneta,secuencial
otro,lima,9990.0,2018,otros,secuencial
gasolina,lima,15000.0,2012,camioneta,automatica
gasolina,lima,17300.0,2023,camioneta,secuencial
gasolina,lima,12850.0,2014,otros,secuencial
gasolina,lima,18500.0,2018,otros,secuencial
gasolina,lima,17000.0,2017,otros,automatica
gasolina,lima,16000.0,2016,deportivo,automatica
gasolina,lima,34090.0,2023,camioneta,secuencial
gasolina,lima,15800.0,2014,otros,automatica
gasolina,lima,17500.0,2021,camioneta,secuencial
gasolina,lima,19900.0,2018,camioneta,mecanica
gasolina,lima,68900.0,2022,camioneta,secuencial
otro,lima,12500.0,2023,camioneta,mecanica
gasolina,lima,12500.0,2013,camioneta,secuencial
gasolina,lima,22900.0,2014,otros,secuencial
gasolina,lima,22900.0,2018,camioneta,secuencial
gasolina,provincia,23990.0,2021,camioneta,secuencial
gasolina,lima,24000.0,2020,camioneta,secuencial
gasolina,lima,15000.0,2017,camioneta,secuencial
gasolina,lima,45000.0,2022,camioneta,secuencial
gasolina,lima,41600.0,2018,camioneta,secuencial
otro,lima,9500.0,2010,otros,automatica
gasolina,lima,22200.0,2019,camioneta,automatica
gasolina,lima,29000.0,2023,camioneta,secuencial
otro,lima,12500.0,2024,otros,mecanica
gasolina,lima,18000.0,2017,camioneta,secuencial
gasolina,lima,12500.0,2016,camioneta,mecanica
gasolina,lima,63000.0,2022,deportivo,secuencial
gasolina,lima,17000.0,2019,camioneta,automatica
otro,lima,11500.0,2020,camioneta,mecanica
gasolina,lima,32500.0,2020,camioneta,secuencial
otro,lima,19950.0,2024,camioneta,secuencial
otro,lima,21500.0,2025,camioneta,automatica
gasolina,lima,13499.0,2013,otros,secuencial
gasolina,lima,23900.0,2023,camioneta,secuencial
gasolina,lima,33000.0,2018,otros,secuencial
otro,lima,12000.0,2016,otros,automatica
gasolina,lima,20500.0,2022,camioneta,automatica
gasolina,lima,21000.0,2016,camioneta,automatica
gasolina,lima,14999.0,2011,camioneta,mecanica
gasolina,lima,22000.0,2019,camioneta,automatica
gasolina,provincia,23500.0,2019,camioneta,automatica
gasolina,lima,17000.0,2020,camioneta,secuencial
gasolina,lima,15590.0,2022,camioneta,mecanica
gasolina,lima,22500.0,2018,camioneta,secuencial
gasolina,lima,15500.0,2017,camioneta,automatica
gasolina,lima,13750.0,2020,camioneta,automatica
gasolina,lima,20500.0,2021,camioneta,automatica
gasolina,lima,15000.0,2015,camioneta,automatica
gasolina,lima,18000.0,2016,otros,secuencial
gasolina,lima,19000.0,2016,camioneta,secuencial
gasolina,lima,16000.0,2018,camioneta,automatica
gasolina,lima,47000.0,2023,camioneta,secuencial
gasolina,lima,23900.0,2022,camioneta,secuencial
gasolina,lima,10550.0,2012,otros,mecanica
gasolina,lima,21500.0,2013,camioneta,secuencial
gasolina,lima,75000.0,2023,camioneta,secuencial
gasolina,lima,17500.0,2015,camioneta,automatica
gasolina,lima,19500.0,2023,camioneta,mecanica
gasolina,lima,13500.0,2013,otros,secuencial
gasolina,lima,10900.0,2012,otros,secuencial
otro,lima,20000.0,2023,camioneta,secuencial
gasolina,lima,69900.0,2019,otros,automatica
gasolina,lima,10000.0,2012,camioneta,mecanica
gasolina,lima,15550.0,2014,camioneta,secuencial
gasolina,lima,20700.0,2019,camioneta,secuencial
gasolina,lima,19000.0,2013,camioneta,secuencial
gasolina,lima,18900.0,2018,camioneta,automatica
gasolina,lima,22800.0,2024,otros,secuencial
gasolina,lima,14700.0,2014,otros,secuencial
gasolina,lima,24500.0,2018,camioneta,secuencial
gasolina,lima,19200.0,2024,otros,mecanica
gasolina,lima,26500.0,2022,camioneta,automatica
gasolina,lima,19000.0,2024,camioneta,secuencial
otro,lima,16900.0,2023,otros,mecanica
gasolina,lima,23500.0,2023,camioneta,automatica
gasolina,lima,31000.0,2024,camioneta,secuencial
gasolina,lima,44999.0,2019,camioneta,secuencial
gasolina,lima,11900.0,2015,camioneta,mecanica
otro,lima,16500.0,2023,otros,automatica
gasolina,lima,14500.0,2019,camioneta,automatica
gasolina,lima,18900.0,2019,otros,secuencial
gasolina,lima,42000.0,2017,camioneta,secuencial
gasolina,provincia,35500.0,2019,otros,secuencial
gasolina,lima,56000.0,2024,otros,mecanica
gasolina,lima,35500.0,2017,otros,secuencial
gasolina,lima,17000.0,2017,camioneta,automatica
gasolina,lima,31000.0,2021,camioneta,secuencial
gasolina,lima,24500.0,2013,camioneta,secuencial
gasolina,lima,13900.0,2018,otros,mecanica
gasolina,lima,7500.0,2014,otros,mecanica
otro,lima,9199.0,2014,camioneta,automatica
otro,lima,36000.0,2023,otros,automatica
gasolina,lima,23490.0,2021,camioneta,secuencial
gasolina,lima,13800.0,2012,otros,automatica
gasolina,lima,25000.0,2021,camioneta,automatica
gasolina,lima,28500.0,2022,camioneta,automatica
otro,lima,12999.0,2021,otros,mecanica
gasolina,provincia,32500.0,2019,deportivo,automatica
otro,lima,44990.0,2024,camioneta,automatica
otro,lima,18750.0,2021,camioneta,mecanica
gasolina,lima,28000.0,2020,camioneta,automatica
gasolina,lima,9900.0,2012,camioneta,automatica
otro,lima,9450.0,2014,otros,secuencial
otro,lima,11800.0,2013,otros,mecanica
otro,lima,75000.0,2023,camioneta,secuencial
gasolina,lima,10500.0,2019,camioneta,secuencial
gasolina,lima,21500.0,2019,camioneta,automatica
gasolina,lima,21500.0,2021,otros,secuencial
gasolina,lima,18000.0,2022,otros,secuencial
gasolina,lima,15900.0,2023,camioneta,mecanica
gasolina,lima,39000.0,2017,camioneta,secuencial
gasolina,lima,18900.0,2018,camioneta,secuencial
otro,lima,27600.0,2024,camioneta,secuencial
otro,lima,27900.0,2021,otros,secuencial
gasolina,lima,35000.0,2022,camioneta,secuencial
gasolina,lima,16900.0,2015,otros,secuencial
gasolina,lima,19900.0,2016,camioneta,secuencial
gasolina,lima,19500.0,2018,camioneta,secuencial
otro,provincia,28000.0,2021,otros,mecanica
gasolina,lima,20999.0,2023,camioneta,automatica
gasolina,lima,21850.0,2017,camioneta,secuencial
gasolina,lima,13500.0,2017,otros,automatica
gasolina,lima,42500.0,2022,camioneta,automatica
gasolina,lima,43900.0,2018,camioneta,automatica
gasolina,provincia,21000.0,2019,camioneta,secuencial
gasolina,lima,8000.0,2008,otros,automatica
gasolina,lima,11600.0,2009,camioneta,automatica
gasolina,lima,10800.0,2015,camioneta,mecanica
gasolina,lima,13800.0,2023,camioneta,secuencial
gasolina,lima,15000.0,2023,camioneta,secuencial
gasolina,lima,16900.0,2018,camioneta,secuencial
gasolina,lima,14000.0,2020,otros,automatica
gasolina,lima,31500.0,2021,camioneta,secuencial
gasolina,lima,10000.0,2015,otros,secuencial
gasolina,lima,18300.0,2021,camioneta,secuencial
gasolina,lima,18500.0,2019,camioneta,secuencial
gasolina,lima,20400.0,2020,camioneta,secuencial
gasolina,lima,16500.0,2015,otros,automatica
gasolina,lima,10000.0,2009,otros,secuencial
gasolina,lima,16500.0,2018,otros,secuencial
gasolina,lima,17500.0,2014,camioneta,secuencial
otro,provincia,33500.0,2022,otros,secuencial
gasolina,lima,17500.0,2016,otros,secuencial
gasolina,lima,32500.0,2019,camioneta,automatica
gasolina,lima,30000.0,2017,camioneta,automatica
gasolina,lima,23200.0,2023,camioneta,mecanica
gasolina,lima,29000.0,2023,camioneta,secuencial
otro,provincia,27000.0,2021,otros,secuencial
gasolina,lima,56000.0,2025,deportivo,secuencial
gasolina,lima,26300.0,2023,camioneta,automatica
gasolina,lima,12599.0,2018,camioneta,automatica
gasolina,lima,22000.0,2021,camioneta,automatica
otro,lima,24000.0,2022,otros,mecanica
gasolina,lima,12800.0,2018,camioneta,automatica
otro,lima,85000.0,2024,camioneta,secuencial
otro,lima,32000.0,2019,otros,mecanica
gasolina,provincia,18000.0,2015,otros,secuencial
gasolina,lima,22900.0,2018,camioneta,secuencial
gasolina,lima,7500.0,2022,otros,mecanica
gasolina,lima,26900.0,2024,camioneta,automatica
gasolina,lima,38500.0,2024,camioneta,automatica
gasolina,lima,34499.0,2024,camioneta,automatica
otro,lima,10400.0,2023,camioneta,mecanica
gasolina,lima,61900.0,2023,camioneta,secuencial
gasolina,lima,42500.0,2018,camioneta,secuencial
otro,lima,18500.0,2025,camioneta,mecanica
otro,lima,15200.0,2023,otros,mecanica
gasolina,lima,21000.0,2014,camioneta,secuencial
gasolina,lima,69000.0,2020,deportivo,secuencial
gasolina,lima,10990.0,2012,camioneta,secuencial
otro,lima,11000.0,2020,camioneta,secuencial
gasolina,lima,14700.0,2017,otros,mecanica
otro,lima,21500.0,2018,deportivo,secuencial
gasolina,lima,14000.0,2014,deportivo,automatica
gasolina,lima,11500.0,1963,otros,mecanica
gasolina,lima,21800.0,2024,camioneta,automatica
gasolina,lima,10800.0,2012,deportivo,mecanica
gasolina,lima,18400.0,2018,camioneta,automatica
gasolina,lima,129000.0,2020,deportivo,secuencial
gasolina,lima,18900.0,2015,camioneta,secuencial
gasolina,lima,13900.0,2018,otros,secuencial
otro,provincia,28000.0,2019,otros,mecanica
gasolina,lima,14500.0,2013,camioneta,automatica
otro,lima,22500.0,2022,otros,mecanica
gasolina,lima,21450.0,2018,camioneta,secuencial
gasolina,lima,32000.0,2020,camioneta,automatica
gasolina,lima,20500.0,2016,camioneta,secuencial
gasolina,lima,41900.0,2016,camioneta,secuencial
gasolina,provincia,36000.0,2022,camioneta,secuencial
gasolina,provincia,26000.0,2022,camioneta,secuencial
gasolina,lima,21900.0,2018,camioneta,secuencial
gasolina,lima,18500.0,2021,camioneta,secuencial
otro,lima,6400.0,1997,otros,mecanica
gasolina,lima,22200.0,2018,deportivo,secuencial
gasolina,lima,17300.0,2018,camioneta,automatica
gasolina,lima,29900.0,2018,camioneta,secuencial
otro,lima,9200.0,2014,otros,mecanica
gasolina,lima,43000.0,2018,camioneta,secuencial
otro,lima,8000.0,2013,otros,mecanica
gasolina,lima,23990.0,2025,camioneta,automatica
gasolina,lima,16500.0,2016,otros,automatica
otro,lima,68000.0,2024,camioneta,secuencial
otro,lima,20900.0,2022,otros,mecanica
gasolina,lima,16000.0,2012,otros,secuencial
gasolina,lima,18800.0,2020,camioneta,mecanica
gasolina,lima,149000.0,2026,deportivo,secuencial
gasolina,lima,9000.0,2015,otros,mecanica
gasolina,lima,42500.0,2015,camioneta,automatica
gasolina,lima,36900.0,2023,deportivo,secuencial
gasolina,lima,55000.0,2025,camioneta,secuencial
otro,lima,14250.0,2015,deportivo,automatica
gasolina,lima,21900.0,2021,otros,secuencial
gasolina,lima,16700.0,2022,camioneta,secuencial
gasolina,lima,8000.0,2013,otros,automatica
gasolina,lima,16900.0,2024,camioneta,automatica
gasolina,lima,18500.0,2013,camioneta,secuencial
gasolina,lima,26500.0,2021,camioneta,secuencial
otro,lima,8550.0,2019,otros,mecanica
gasolina,lima,17499.0,2017,camioneta,secuencial
gasolina,lima,35000.0,2021,camioneta,automatica
otro,provincia,25100.0,2023,otros,mecanica
gasolina,lima,70990.0,2022,otros,secuencial
gasolina,lima,75900.0,2023,camioneta,secuencial
gasolina,lima,18900.0,2020,camioneta,automatica
otro,lima,22000.0,2011,otros,mecanica
gasolina,lima,18900.0,2016,otros,secuencial
gasolina,lima,32500.0,2021,camioneta,automatica
gasolina,lima,5990.0,2010,camioneta,mecanica
otro,lima,24400.0,2022,camioneta,secuencial
gasolina,lima,51000.0,2018,otros,secuencial
otro,lima,24500.0,2023,camioneta,automatica
gasolina,lima,14000.0,2012,camioneta,secuencial
otro,lima,45000.0,2022,camioneta,secuencial
otro,lima,19500.0,2016,otros,automatica
gasolina,lima,28990.0,2021,camioneta,secuencial
otro,lima,82900.0,2023,camioneta,secuencial
gasolina,lima,16900.0,2023,camioneta,mecanica
otro,lima,55500.0,2025,camioneta,secuencial
gasolina,lima,18000.0,2019,camioneta,mecanica
gasolina,lima,20800.0,2022,camioneta,mecanica
gasolina,lima,65900.0,2023,camioneta,secuencial
gasolina,lima,10500.0,2013,camioneta,automatica
otro,lima,8500.0,2012,otros,secuencial
gasolina,lima,26500.0,2024,camioneta,secuencial
gasolina,lima,17700.0,2023,camioneta,mecanica
gasolina,lima,22000.0,2020,camioneta,secuencial
gasolina,provincia,21500.0,2019,camioneta,secuencial
