fuel,location,price,year,subcategory,transmission
gasolina,lima,36900.0,2016,camioneta,secuencial
gasolina,provincia,40000.0,2023,camioneta,secuencial
gasolina,lima,8500.0,2013,camioneta,secuencial
gasolina,lima,10490.0,2012,camioneta,automatica
otro,lima,10450.0,2023,camioneta,mecanica
otro,provincia,42000.0,2022,otros,secuencial
gasolina,lima,21000.0,2017,camioneta,mecanica
gasolina,provincia,21700.0,2022,otros,secuencial
gasolina,lima,32900.0,2022,camioneta,secuencial
gasolina,lima,21990.0,2019,otros,secuencial
gasolina,provincia,13500.0,2010,camioneta,secuencial
gasolina,lima,19000.0,2013,camioneta,automatica
otro,lima,6500.0,2000,camioneta,automatica
gasolina,lima,7500.0,2016,otros,mecanica
otro,lima,9000.0,2010,camioneta,secuencial
gasolina,lima,25750.0,2018,camioneta,secuencial
gasolina,lima,18000.0,2023,camioneta,automatica
gasolina,lima,34500.0,2023,camioneta,automatica
gasolina,lima,24000.0,2019,camioneta,automatica
gasolina,lima,29000.0,2019,camioneta,automatica
gasolina,lima,51000.0,2024,camioneta,secuencial
otro,lima,15500.0,2022,camioneta,secuencial
gasolina,lima,19500.0,2019,camioneta,automatica
gasolina,provincia,12000.0,2009,otros,mecanica
gasolina,lima,18900.0,2025,otros,automatica
otro,provincia,40000.0,2024,camioneta,automatica
gasolina,lima,11200.0,2014,camioneta,automatica
otro,lima,28900.0,2011,camioneta,mecanica
gasolina,lima,49500.0,2018,camioneta,secuencial
gasolina,lima,21990.0,2015,camioneta,automatica
gasolina,lima,14800.0,2017,otros,secuencial
gasolina,lima,12700.0,2024,otros,secuencial
gasolina,lima,12499.0,2017,otros,automatica
gasolina,lima,15100.0,2018,otros,secuencial
otro,provincia,35600.0,2023,otros,mecanica
gasolina,lima,10200.0,2022,otros,mecanica
otro,lima,11400.0,2020,camioneta,mecanica
otro,lima,13800.0,2022,otros,mecanica
gasolina,lima,13000.0,2014,camioneta,secuencial
gasolina,lima,16500.0,2014,camioneta,automatica
gasolina,lima,18300.0,2018,camioneta,secuencial
otro,lima,22000.0,2023,camioneta,automatica
gasolina,lima,23000.0,2022,camioneta,secuencial
gasolina,lima,15000.0,2015,camioneta,automatica
gasolina,lima,15500.0,2018,camioneta,automatica
gasolina,lima,15500.0,2022,camioneta,secuencial
gasolina,lima,18000.0,2014,camioneta,secuencial
otro,lima,24800.0,2010,camioneta,secuencial
gasolina,lima,10500.0,2006,otros,automatica
gasolina,lima,35000.0,2020,camioneta,automatica
gasolina,lima,82900.0,2025,camioneta,secuencial
gasolina,lima,21500.0,2019,camioneta,automatica
gasolina,lima,9900.0,2012,camioneta,secuencial
gasolina,lima,9000.0,2018,otros,automatica
gasolina,lima,18300.0,2020,camioneta,automatica
gasolina,lima,15900.0,2017,camioneta,secuencial
otro,lima,25500.0,2020,otros,mecanica
gasolina,lima,10900.0,2016,otros,secuencial
gasolina,lima,19800.0,1964,deportivo,automatica
gasolina,lima,49500.0,2018,otros,automatica
gasolina,lima,44500.0,2017,otros,secuencial
otro,lima,20500.0,2012,otros,mecanica
otro,provincia,30000.0,2023,otros,mecanica
gasolina,lima,5000.0,1967,deportivo,automatica
gasolina,lima,11000.0,2013,otros,secuencial
gasolina,provincia,16500.0,2021,camioneta,secuencial
gasolina,lima,18900.0,2018,deportivo,automatica
otro,provincia,9000.0,2016,otros,mecanica
otro,lima,12500.0,2018,otros,mecanica
otro,lima,11500.0,2023,otros,mecanica
gasolina,lima,41000.0,2018,camioneta,automatica
gasolina,lima,10800.0,2012,otros,secuencial
gasolina,lima,14950.0,2015,camioneta,mecanica
gasolina,lima,10000.0,1981,deportivo,automatica
gasolina,lima,45500.0,2025,otros,secuencial
otro,lima,11500.0,2016,otros,secuencial
gasolina,lima,13500.0,2023,otros,mecanica
otro,lima,22500.0,2016,camioneta,secuencial
gasolina,lima,11200.0,2023,otros,mecanica
otro,lima,25500.0,2020,otros,mecanica
otro,lima,17000.0,2023,otros,mecanica
gasolina,lima,25000.0,2023,camioneta,secuencial
gasolina,lima,28600.0,2018,camioneta,secuencial
gasolina,lima,8000.0,2008,otros,secuencial
otro,lima,30000.0,2024,otros,mecanica
gasolina,lima,10800.0,2016,otros,mecanica
gasolina,lima,80000.0,2023,camioneta,secuencial
gasolina,lima,12000.0,2018,camioneta,automatica
gasolina,lima,35000.0,2020,camioneta,secuencial
gasolina,provincia,15500.0,2019,camioneta,mecanica
gasolina,lima,17000.0,2020,otros,secuencial
gasolina,lima,13500.0,2019,camioneta,mecanica
gasolina,lima,25000.0,2020,camioneta,automatica
gasolina,lima,13000.0,2014,camioneta,mecanica
gasolina,lima,22700.0,2023,camioneta,secuencial
gasolina,lima,16000.0,2018,otros,automatica
gasolina,lima,23900.0,2017,camioneta,secuencial
otro,provincia,29500.0,2025,camioneta,mecanica
gasolina,lima,10000.0,2012,otros,secuencial
gasolina,lima,7400.0,2010,camioneta,automatica
gasolina,lima,45500.0,2022,camioneta,secuencial
gasolina,lima,21000.0,2020,otros,automatica
otro,lima,9700.0,2015,otros,automatica
otro,lima,13500.0,2026,camioneta,mecanica
gasolina,lima,22500.0,2018,camioneta,secuencial
gasolina,lima,14200.0,2023,camioneta,secuencial
gasolina,lima,18900.0,2013,otros,secuencial
otro,lima,36500.0,2020,camioneta,secuencial
gasolina,lima,16900.0,2017,camioneta,automatica
gasolina,provincia,33900.0,2024,camioneta,secuencial
gasolina,provincia,22500.0,2021,camioneta,mecanica
gasolina,lima,12000.0,2010,camioneta,automatica
gasolina,lima,9800.0,2011,camioneta,secuencial
gasolina,lima,38800.0,2012,camioneta,secuencial
otro,lima,9000.0,2008,otros,mecanica
otro,lima,28500.0,2021,camioneta,secuencial
gasolina,lima,23900.0,2025,camioneta,secuencial
gasolina,provincia,20000.0,2020,camioneta,secuencial
gasolina,lima,15200.0,2017,camioneta,automatica
gasolina,lima,23500.0,2018,camioneta,secuencial
otro,lima,10300.0,2024,otros,mecanica
gasolina,lima,16500.0,2026,camioneta,mecanica
gasolina,provincia,61500.0,2023,deportivo,secuencial
otro,provincia,69000.0,2022,camioneta,secuencial
gasolina,lima,26000.0,2018,camioneta,secuencial
gasolina,lima,21500.0,2022,camioneta,mecanica
otro,lima,16000.0,2013,camioneta,secuencial
otro,provincia,13500.0,2018,otros,automatica
gasolina,lima,4000.0,1997,otros,mecanica
gasolina,lima,13000.0,2021,camioneta,automatica
gasolina,provincia,9700.0,2012,camioneta,mecanica
gasolina,lima,30500.0,2021,camioneta,automatica
gasolina,lima,60000.0,2025,otros,automatica
otro,lima,9500.0,2002,camioneta,secuencial
gasolina,lima,19890.0,2025,camioneta,automatica
gasolina,lima,15800.0,2024,camioneta,mecanica
gasolina,lima,29900.0,2018,camioneta,automatica
gasolina,lima,8900.0,2009,camioneta,automatica
gasolina,lima,21500.0,2018,camioneta,automatica
otro,lima,16000.0,2023,camioneta,mecanica
gasolina,provincia,47900.0,2019,deportivo,secuencial
gasolina,lima,18900.0,2022,otros,automatica
gasolina,provincia,11500.0,2017,otros,mecanica
otro,lima,30000.0,2023,otros,automatica
gasolina,lima,8500.0,2015,camioneta,mecanica
gasolina,lima,18000.0,2013,camioneta,mecanica
gasolina,lima,15000.0,2018,camioneta,secuencial
gasolina,lima,22300.0,2024,camioneta,secuencial
gasolina,lima,51500.0,2017,camioneta,secuencial
gasolina,provincia,18800.0,2019,camioneta,automatica
gasolina,provincia,26500.0,2023,camioneta,secuencial
gasolina,provincia,9500.0,2022,otros,mecanica
gasolina,lima,39900.0,2022,camioneta,automatica
gasolina,lima,13400.0,2018,camioneta,automatica
otro,provincia,14500.0,2015,camioneta,secuencial
gasolina,lima,13200.0,2021,otros,automatica
gasolina,lima,18900.0,2022,camioneta,automatica
otro,lima,19900.0,2017,otros,mecanica
gasolina,lima,9000.0,2011,camioneta,secuencial
gasolina,lima,21900.0,2023,camioneta,secuencial
otro,lima,46900.0,2023,camioneta,automatica
gasolina,lima,24500.0,2021,otros,automatica
otro,lima,18900.0,2022,otros,automatica
gasolina,lima,19900.0,2019,camioneta,automatica
gasolina,lima,11900.0,2017,camioneta,mecanica
gasolina,lima,20500.0,2018,otros,automatica
gasolina,lima,15900.0,2017,otros,automatica
gasolina,lima,32900.0,2022,camioneta,automatica
gasolina,lima,13490.0,2022,otros,automatica
gasolina,lima,57990.0,2019,deportivo,secuencial
gasolina,lima,31990.0,2017,otros,automatica
gasolina,lima,49500.0,2022,otros,automatica
gasolina,lima,92990.0,2019,otros,automatica
gasolina,lima,10900.0,2018,otros,automatica
gasolina,lima,22900.0,2017,camioneta,automatica
gasolina,lima,42000.0,2021,camioneta,automatica
gasolina,lima,30900.0,2021,camioneta,automatica
gasolina,lima,31200.0,2024,camioneta,automatica
gasolina,lima,11900.0,2012,camioneta,automatica
gasolina,lima,18900.0,2018,camioneta,automatica
gasolina,lima,52990.0,2023,otros,secuencial
gasolina,lima,25750.0,2017,otros,secuencial
gasolina,lima,12200.0,2013,otros,automatica
gasolina,lima,45990.0,2019,camioneta,secuencial
gasolina,lima,15900.0,2013,otros,mecanica
gasolina,lima,7000.0,1981,otros,automatica
gasolina,lima,17000.0,2020,camioneta,automatica
gasolina,lima,180000.0,2025,otros,secuencial
gasolina,lima,14000.0,2022,camioneta,automatica
gasolina,lima,15900.0,2017,otros,mecanica
gasolina,lima,38900.0,2020,camioneta,automatica
gasolina,lima,49500.0,2018,camioneta,secuencial
gasolina,lima,29900.0,2023,camioneta,automatica
gasolina,lima,25900.0,2022,otros,automatica
gasolina,lima,11900.0,2014,otros,automatica
gasolina,lima,69990.0,2022,deportivo,secuencial
gasolina,lima,20900.0,2018,otros,automatica
gasolina,lima,32900.0,2020,camioneta,automatica
gasolina,lima,26750.0,2023,camioneta,secuencial
gasolina,lima,21500.0,2018,otros,automatica
gasolina,lima,30900.0,2019,camioneta,automatica
gasolina,lima,24900.0,2017,camioneta,automatica
gasolina,lima,35900.0,2022,camioneta,automatica
gasolina,lima,44500.0,2017,deportivo,automatica
gasolina,lima,15500.0,2016,camioneta,automatica
gasolina,lima,27900.0,2015,otros,automatica
gasolina,lima,32900.0,2022,camioneta,automatica
gasolina,lima,18990.0,2013,camioneta,automatica
gasolina,lima,14300.0,2015,otros,automatica
gasolina,lima,23900.0,2015,camioneta,automatica
gasolina,lima,17000.0,2013,otros,automatica
gasolina,lima,13750.0,2013,otros,secuencial
gasolina,lima,84990.0,2020,otros,secuencial
gasolina,lima,12990.0,2013,otros,automatica
gasolina,lima,61900.0,2023,camioneta,automatica
gasolina,lima,57990.0,2013,deportivo,automatica
gasolina,lima,22500.0,2019,camioneta,automatica
gasolina,lima,28900.0,2024,camioneta,automatica
gasolina,lima,19890.0,2018,camioneta,automatica
gasolina,lima,70990.0,2023,camioneta,automatica
gasolina,lima,14900.0,2016,camioneta,automatica
gasolina,lima,22900.0,2018,camioneta,automatica
otro,lima,35500.0,2021,camioneta,automatica
gasolina,lima,22900.0,2016,otros,automatica
gasolina,lima,57500.0,2022,otros,secuencial
gasolina,lima,22000.0,2019,camioneta,automatica
gasolina,lima,30500.0,2016,camioneta,automatica
gasolina,lima,86990.0,2021,deportivo,secuencial
gasolina,lima,23900.0,2016,camioneta,automatica
gasolina,lima,34990.0,2016,camioneta,automatica
otro,lima,13900.0,2013,otros,automatica
otro,lima,119000.0,2025,otros,secuencial
gasolina,lima,25900.0,2021,camioneta,automatica
otro,lima,18500.0,2025,otros,mecanica
gasolina,lima,25900.0,2021,camioneta,automatica
gasolina,lima,32900.0,2023,camioneta,automatica
gasolina,lima,28000.0,2020,camioneta,secuencial
gasolina,lima,75990.0,2022,otros,secuencial
gasolina,lima,60900.0,2019,deportivo,automatica
gasolina,lima,33200.0,2020,camioneta,automatica
gasolina,lima,14900.0,2013,otros,automatica
gasolina,lima,30500.0,2022,camioneta,automatica
gasolina,lima,27900.0,2019,otros,automatica
gasolina,lima,25990.0,1958,otros,automatica
gasolina,lima,18990.0,2017,camioneta,automatica
gasolina,lima,23990.0,2018,otros,automatica
otro,lima,15900.0,2015,otros,automatica
gasolina,lima,42900.0,2020,camioneta,automatica
gasolina,lima,18900.0,2019,camioneta,automatica
gasolina,lima,23900.0,2013,camioneta,automatica
gasolina,lima,22900.0,2019,otros,automatica
gasolina,lima,32990.0,2017,camioneta,automatica
gasolina,lima,22900.0,2023,otros,automatica
gasolina,lima,17500.0,2018,otros,automatica
gasolina,lima,20500.0,2019,otros,automatica
gasolina,lima,12300.0,2014,otros,mecanica
gasolina,lima,36000.0,2022,camioneta,secuencial
gasolina,lima,25900.0,2016,camioneta,secuencial
gasolina,lima,52990.0,2021,camioneta,secuencial
gasolina,lima,16900.0,2019,camioneta,mecanica
gasolina,lima,37990.0,2020,otros,secuencial
gasolina,lima,11000.0,2011,camioneta,automatica
gasolina,lima,14000.0,2010,camioneta,secuencial
gasolina,lima,11900.0,2015,camioneta,mecanica
gasolina,lima,21500.0,2023,camioneta,mecanica
gasolina,lima,22500.0,2017,camioneta,secuencial
gasolina,lima,23500.0,2019,camioneta,secuencial
gasolina,lima,16990.0,2016,otros,secuencial
otro,lima,99900.0,2024,camioneta,secuencial
gasolina,lima,12800.0,2018,otros,automatica
gasolina,lima,10900.0,2018,camioneta,mecanica
otro,lima,13200.0,2019,camioneta,mecanica
gasolina,provincia,6000.0,2012,camioneta,mecanica
otro,lima,10990.0,2014,camioneta,mecanica
gasolina,lima,35500.0,2016,camioneta,secuencial
otro,lima,83000.0,2024,otros,automatica
otro,lima,22000.0,2022,otros,automatica
gasolina,lima,12900.0,2017,camioneta,mecanica
gasolina,lima,12800.0,2015,otros,automatica
otro,provincia,16300.0,2023,camioneta,mecanica
gasolina,lima,34500.0,2022,camioneta,secuencial
gasolina,lima,29500.0,2021,camioneta,secuencial
gasolina,lima,12900.0,2013,camioneta,secuencial
gasolina,lima,8400.0,2014,otros,mecanica
gasolina,lima,52500.0,2021,camioneta,secuencial
gasolina,lima,26500.0,2020,camioneta,secuencial
gasolina,lima,31000.0,2020,camioneta,secuencial
gasolina,lima,13800.0,2014,camioneta,automatica
gasolina,lima,16990.0,2022,camioneta,automatica
gasolina,lima,16500.0,2024,otros,mecanica
gasolina,lima,7000.0,2012,otros,mecanica
gasolina,lima,21000.0,2016,otros,secuencial
gasolina,lima,11700.0,2017,camioneta,secuencial
gasolina,lima,10500.0,2012,otros,secuencial
gasolina,lima,4600.0,2002,otros,automatica
gasolina,lima,4900.0,2000,otros,automatica
gasolina,lima,22850.0,2024,camioneta,secuencial
gasolina,lima,6500.0,2014,otros,mecanica
gasolina,lima,19000.0,2013,deportivo,secuencial
gasolina,lima,15700.0,2015,camioneta,automatica
otro,provincia,29900.0,2021,camioneta,secuencial
gasolina,lima,17600.0,2018,camioneta,secuencial
gasolina,lima,16500.0,2021,camioneta,secuencial
otro,lima,10400.0,2016,camioneta,secuencial
otro,lima,16900.0,2021,camioneta,secuencial
gasolina,lima,22900.0,2024,camioneta,secuencial
gasolina,provincia,10800.0,2026,otros,mecanica
gasolina,lima,34000.0,2026,camioneta,secuencial
gasolina,lima,17500.0,2023,camioneta,secuencial
gasolina,provincia,20000.0,2016,otros,secuencial
gasolina,provincia,26900.0,2022,camioneta,secuencial
otro,lima,17000.0,2023,otros,mecanica
gasolina,lima,9200.0,2017,otros,automatica
otro,lima,9000.0,2017,otros,mecanica
gasolina,lima,7800.0,2008,otros,secuencial
gasolina,lima,27500.0,2021,otros,secuencial
gasolina,lima,27900.0,2016,camioneta,secuencial
gasolina,lima,38000.0,2021,camioneta,secuencial
gasolina,lima,23000.0,2019,camioneta,secuencial
gasolina,lima,17500.0,2014,camioneta,secuencial
gasolina,lima,11500.0,2014,camioneta,secuencial
gasolina,lima,13000.0,2013,camioneta,automatica
otro,lima,9000.0,2016,otros,automatica
gasolina,lima,27800.0,2025,camioneta,secuencial
otro,lima,6800.0,2015,otros,mecanica
gasolina,lima,18500.0,2016,deportivo,automatica
gasolina,lima,4200.0,2004,otros,automatica
gasolina,lima,31500.0,2025,camioneta,secuencial
gasolina,lima,10990.0,2017,otros,secuencial
gasolina,provincia,20350.0,2018,otros,secuencial
gasolina,lima,18000.0,2016,camioneta,secuencial
gasolina,lima,9200.0,2012,otros,mecanica
gasolina,lima,9600.0,2014,camioneta,mecanica
gasolina,lima,15500.0,2013,deportivo,secuencial
gasolina,lima,19990.0,2018,camioneta,secuencial
gasolina,lima,27000.0,2018,otros,secuencial
otro,lima,58000.0,2023,camioneta,secuencial
gasolina,provincia,20000.0,2020,camioneta,mecanica
gasolina,lima,16450.0,2012,otros,secuencial
gasolina,lima,24000.0,2021,otros,secuencial
gasolina,lima,14500.0,2014,camioneta,secuencial
gasolina,lima,14300.0,2023,camioneta,automatica
gasolina,lima,18500.0,2019,camioneta,secuencial
gasolina,lima,19000.0,2020,camioneta,secuencial
otro,lima,12400.0,2024,camioneta,mecanica
gasolina,lima,9300.0,1982,otros,automatica
gasolina,lima,22500.0,2018,otros,secuencial
gasolina,lima,15900.0,2023,otros,automatica
gasolina,lima,8900.0,2017,otros,automatica
gasolina,lima,12800.0,2026,otros,mecanica
gasolina,lima,9200.0,2017,otros,mecanica
gasolina,lima,6300.0,2004,camioneta,mecanica
otro,lima,12200.0,2018,otros,automatica
gasolina,lima,12100.0,2018,camioneta,secuencial
otro,lima,17000.0,2024,otros,automatica
otro,lima,16500.0,2024,otros,automatica
gasolina,provincia,15500.0,2020,camioneta,secuencial
gasolina,lima,14800.0,2016,camioneta,secuencial
gasolina,lima,15900.0,2017,otros,secuencial
gasolina,lima,24000.0,2016,deportivo,secuencial
gasolina,lima,22000.0,2025,camioneta,secuencial
gasolina,lima,20000.0,2019,camioneta,secuencial
gasolina,lima,23900.0,2019,camioneta,secuencial
gasolina,lima,16700.0,2019,camioneta,automatica
gasolina,lima,18500.0,2017,otros,automatica
otro,lima,16000.0,2021,camioneta,secuencial
gasolina,lima,14900.0,2012,otros,secuencial
gasolina,lima,15950.0,2016,camioneta,secuencial
gasolina,lima,22900.0,2024,camioneta,automatica
gasolina,lima,33300.0,2022,camioneta,secuencial
gasolina,lima,16500.0,2019,otros,automatica
gasolina,lima,17800.0,2015,camioneta,secuencial
gasolina,lima,11700.0,2023,otros,secuencial
otro,lima,19900.0,2013,camioneta,secuencial
gasolina,lima,10799.0,2016,otros,secuencial
gasolina,provincia,31700.0,2025,camioneta,secuencial
otro,lima,7000.0,2018,otros,mecanica
otro,lima,26900.0,2019,otros,secuencial
otro,lima,11800.0,2023,camioneta,mecanica
gasolina,lima,14000.0,2021,otros,automatica
gasolina,lima,19500.0,2019,camioneta,secuencial
gasolina,lima,9000.0,2018,camioneta,mecanica
otro,lima,34000.0,2025,otros,mecanica
gasolina,lima,31500.0,2012,deportivo,secuencial
gasolina,lima,29590.0,2023,camioneta,secuencial
otro,lima,9500.0,2014,camioneta,secuencial
gasolina,lima,22400.0,2020,camioneta,secuencial
gasolina,lima,24900.0,2012,camioneta,secuencial
gasolina,lima,16000.0,2013,otros,secuencial
gasolina,lima,10500.0,2023,otros,mecanica
otro,lima,7900.0,2013,camioneta,mecanica
otro,lima,40000.0,2022,otros,mecanica
gasolina,lima,12900.0,2019,camioneta,automatica
gasolina,lima,52900.0,2019,camioneta,secuencial
otro,lima,18900.0,2026,otros,mecanica
otro,lima,10950.0,2022,otros,mecanica
gasolina,lima,48900.0,2021,camioneta,automatica
gasolina,lima,14200.0,2020,camioneta,automatica
gasolina,lima,12600.0,2012,camioneta,secuencial
gasolina,lima,10700.0,2016,camioneta,secuencial
gasolina,lima,11990.0,2021,otros,mecanica
gasolina,lima,13500.0,2020,otros,mecanica
gasolina,lima,11500.0,2022,camioneta,secuencial
gasolina,lima,13000.0,2012,camioneta,automatica
otro,lima,38500.0,2026,otros,mecanica
otro,lima,37500.0,2021,camioneta,secuencial
gasolina,lima,55000.0,2021,camioneta,secuencial
gasolina,lima,16900.0,2024,camioneta,mecanica
otro,lima,8500.0,2013,otros,mecanica
gasolina,lima,19900.0,2017,camioneta,secuencial
gasolina,lima,9500.0,2018,otros,mecanica
gasolina,lima,28000.0,2024,camioneta,secuencial
gasolina,lima,7000.0,2013,otros,mecanica
gasolina,lima,10900.0,2019,otros,secuencial
otro,lima,59900.0,2020,otros,mecanica
gasolina,provincia,15500.0,2013,camioneta,automatica
otro,lima,13500.0,2023,otros,secuencial
gasolina,lima,12000.0,2009,camioneta,secuencial
gasolina,lima,8900.0,2005,otros,secuencial
gasolina,lima,6800.0,2013,camioneta,mecanica
gasolina,lima,11500.0,2014,camioneta,secuencial
gasolina,lima,19900.0,2023,camioneta,secuencial
gasolina,lima,13900.0,2017,camioneta,secuencial
otro,lima,15500.0,2015,camioneta,secuencial
otro,lima,43800.0,2023,camioneta,automatica
gasolina,lima,36000.0,2023,camioneta,secuencial
gasolina,lima,18000.0,2019,otros,secuencial
gasolina,lima,20900.0,2025,camioneta,secuencial
gasolina,lima,13900.0,2017,otros,secuencial
gasolina,lima,27500.0,2017,camioneta,secuencial
gasolina,lima,9200.0,2012,camioneta,automatica
gasolina,lima,39500.0,2017,camioneta,secuencial
gasolina,lima,9900.0,2014,otros,automatica
otro,lima,20700.0,2018,camioneta,secuencial
gasolina,lima,20900.0,2017,otros,secuencial
otro,lima,12800.0,2022,otros,secuencial
gasolina,lima,20500.0,2018,camioneta,secuencial
otro,lima,14300.0,2021,camioneta,secuencial
gasolina,lima,23800.0,2023,camioneta,secuencial
gasolina,lima,21500.0,2023,camioneta,secuencial
gasolina,lima,13800.0,2022,otros,secuencial
gasolina,lima,14000.0,2015,otros,secuencial
gasolina,lima,30800.0,2024,otros,secuencial
gasolina,lima,20000.0,2024,camioneta,automatica
otro,lima,17000.0,2018,camioneta,automatica
gasolina,lima,31500.0,2020,camioneta,secuencial
gasolina,lima,13900.0,2015,camioneta,automatica
gasolina,lima,10800.0,2012,otros,secuencial
gasolina,lima,16900.0,2019,camioneta,secuencial
gasolina,lima,8000.0,2010,camioneta,mecanica
gasolina,lima,38500.0,2021,camioneta,secuencial
otro,lima,18900.0,2021,otros,mecanica
gasolina,lima,8500.0,2009,otros,automatica
gasolina,lima,18900.0,2018,camioneta,automatica
gasolina,lima,15500.0,2019,otros,secuencial
gasolina,lima,8800.0,2014,otros,mecanica
gasolina,lima,9300.0,2013,otros,mecanica
gasolina,lima,9800.0,2020,otros,mecanica
otro,lima,10900.0,2020,camioneta,mecanica
otro,lima,12900.0,2025,otros,mecanica
gasolina,lima,20000.0,2017,camioneta,secuencial
gasolina,lima,29000.0,2019,camioneta,automatica
otro,lima,15000.0,2014,camioneta,automatica
gasolina,lima,26900.0,2015,otros,secuencial
gasolina,lima,40900.0,2018,camioneta,secuencial
otro,lima,22900.0,2018,otros,mecanica
gasolina,lima,13800.0,2012,deportivo,automatica
otro,lima,6700.0,2012,otros,mecanica
gasolina,lima,13000.0,2013,otros,secuencial
gasolina,lima,20500.0,2022,camioneta,secuencial
gasolina,lima,3200.0,1998,otros,automatica
gasolina,lima,12200.0,2014,camioneta,automatica
gasolina,provincia,14900.0,2019,otros,mecanica
gasolina,lima,21900.0,2016,camioneta,secuencial
gasolina,lima,6500.0,2016,otros,mecanica
gasolina,lima,12900.0,2013,camioneta,secuencial
otro,lima,16760.0,2024,otros,automatica
otro,provincia,9800.0,2019,otros,mecanica
gasolina,lima,26800.0,2020,camioneta,secuencial
gasolina,lima,23500.0,2017,otros,secuencial
gasolina,lima,30500.0,2019,camioneta,secuencial
otro,lima,12800.0,2018,otros,automatica
gasolina,lima,23900.0,2020,otros,secuencial
otro,lima,30500.0,2021,camioneta,automatica
otro,lima,17450.0,2019,otros,mecanica
gasolina,lima,16000.0,2020,camioneta,mecanica
gasolina,lima,22000.0,2019,camioneta,secuencial
gasolina,lima,18800.0,2025,camioneta,mecanica
gasolina,lima,9500.0,2013,camioneta,mecanica
otro,lima,7000.0,2020,otros,mecanica
gasolina,lima,16300.0,2017,camioneta,secuencial
otro,lima,19800.0,2024,camioneta,automatica
otro,lima,7500.0,2016,otros,automatica
gasolina,lima,11200.0,2014,otros,secuencial
gasolina,provincia,53000.0,2018,camioneta,secuencial
gasolina,lima,10000.0,2012,otros,automatica
gasolina,lima,7900.0,2011,otros,mecanica
gasolina,lima,16900.0,2020,otros,secuencial
gasolina,lima,35800.0,2022,camioneta,secuencial
gasolina,lima,43700.0,2023,otros,secuencial
gasolina,lima,12350.0,2010,otros,secuencial
gasolina,lima,7500.0,2011,otros,mecanica
otro,lima,10600.0,2022,otros,secuencial
gasolina,lima,3800.0,2004,otros,secuencial
otro,provincia,8900.0,2015,otros,secuencial
gasolina,lima,17400.0,2018,camioneta,mecanica
otro,lima,13500.0,2017,otros,secuencial
gasolina,lima,30000.0,2008,camioneta,secuencial
otro,provincia,16300.0,2021,otros,mecanica
gasolina,lima,12300.0,2014,otros,secuencial
gasolina,lima,19500.0,2023,camioneta,automatica
gasolina,lima,10900.0,2013,otros,secuencial
gasolina,lima,18950.0,2023,camioneta,automatica
gasolina,provincia,11500.0,2023,otros,mecanica
otro,lima,7000.0,2009,otros,mecanica
gasolina,lima,21700.0,2021,camioneta,secuencial
otro,provincia,12500.0,2008,otros,automatica
gasolina,lima,15500.0,2017,camioneta,automatica
gasolina,provincia,59900.0,2020,deportivo,automatica
otro,lima,11500.0,2023,camioneta,automatica
otro,lima,23500.0,2022,camioneta,automatica
gasolina,lima,15000.0,2015,otros,secuencial
gasolina,lima,12200.0,2014,otros,mecanica
gasolina,lima,25000.0,2020,camioneta,secuencial
gasolina,lima,21000.0,2020,camioneta,automatica
gasolina,lima,48500.0,2018,camioneta,secuencial
gasolina,lima,9800.0,2020,otros,secuencial
gasolina,lima,13900.0,2017,camioneta,secuencial
otro,lima,14990.0,2020,otros,mecanica
gasolina,lima,20000.0,2016,camioneta,secuencial
gasolina,lima,21000.0,2021,otros,automatica
gasolina,lima,12500.0,2017,otros,automatica
gasolina,lima,7900.0,2004,camioneta,automatica
gasolina,lima,16500.0,2014,otros,secuencial
gasolina,lima,14900.0,2022,camioneta,secuencial
gasolina,lima,38000.0,2018,camioneta,automatica
gasolina,lima,6100.0,2000,camioneta,automatica
gasolina,lima,20000.0,2024,camioneta,automatica
gasolina,provincia,9300.0,2023,camioneta,mecanica
otro,lima,18500.0,2023,camioneta,automatica
otro,lima,39000.0,2022,camioneta,secuencial
otro,lima,7390.0,2015,otros,mecanica
gasolina,lima,27900.0,2020,camioneta,secuencial
gasolina,lima,16800.0,2017,camioneta,secuencial
gasolina,lima,15800.0,2023,otros,automatica
gasolina,lima,36800.0,2024,otros,secuencial
gasolina,lima,10450.0,2012,camioneta,secuencial
gasolina,provincia,17400.0,2017,camioneta,automatica
gasolina,lima,19000.0,2019,camioneta,automatica
gasolina,lima,51800.0,2023,camioneta,secuencial
gasolina,provincia,16800.0,2015,otros,secuencial
gasolina,lima,8900.0,1995,otros,automatica
gasolina,lima,11500.0,2014,otros,secuencial
gasolina,provincia,48500.0,2024,deportivo,secuencial
otro,lima,39900.0,2023,camioneta,automatica
gasolina,lima,14000.0,2020,camioneta,mecanica
otro,provincia,19000.0,2024,camioneta,mecanica
otro,provincia,3800.0,1992,otros,mecanica
gasolina,lima,10800.0,2013,camioneta,secuencial
gasolina,provincia,29000.0,2014,otros,mecanica
gasolina,lima,13000.0,2014,camioneta,automatica
gasolina,lima,12400.0,2022,camioneta,mecanica
gasolina,provincia,8500.0,2004,camioneta,secuencial
gasolina,lima,18900.0,2017,deportivo,secuencial
gasolina,lima,13000.0,2013,otros,secuencial
gasolina,lima,13500.0,2014,camioneta,secuencial
otro,lima,14000.0,2012,otros,secuencial
gasolina,lima,12550.0,2024,otros,mecanica
gasolina,lima,25500.0,2023,camioneta,secuencial
